feature,correlation,p_value,present_count,present_percentage,alpha_when_present,alpha_when_absent,alpha_difference
china_present,,,0,0.0,,-0.29528663453227366,
india_present,,,0,0.0,,-0.29528663453227366,
tariff_present,,,0,0.0,,-0.29528663453227366,
macroeconomic_present,,,0,0.0,,-0.29528663453227366,
currency_present,,,0,0.0,,-0.29528663453227366,
executive_change_present,,,0,0.0,,-0.29528663453227366,
leadership_present,,,0,0.0,,-0.29528663453227366,
shareholder_relations_present,,,0,0.0,,-0.29528663453227366,
corporate_strategy_present,,,0,0.0,,-0.29528663453227366,
cost_increase_present,,,0,0.0,,-0.29528663453227366,
supply_disruption_present,,,0,0.0,,-0.29528663453227366,
regulatory_change_present,,,0,0.0,,-0.29528663453227366,
economic_conditions_present,,,0,0.0,,-0.29528663453227366,
analyst_update_present,,,0,0.0,,-0.29528663453227366,
earnings_report_present,,,0,0.0,,-0.29528663453227366,
investment_change_present,,,0,0.0,,-0.29528663453227366,
dividend_announcement_present,,,0,0.0,,-0.29528663453227366,
share_buyback_present,,,0,0.0,,-0.29528663453227366,
ipo_announcement_present,,,0,0.0,,-0.29528663453227366,
product_update_present,,,0,0.0,,-0.29528663453227366,
technology_update_present,,,0,0.0,,-0.29528663453227366,
research_development_present,,,0,0.0,,-0.29528663453227366,
market_update_present,,,0,0.0,,-0.29528663453227366,
competitive_action_present,,,0,0.0,,-0.29528663453227366,
industry_conference_present,,,0,0.0,,-0.29528663453227366,
market_sentiment_shift_present,,,0,0.0,,-0.29528663453227366,
leadership_change_present,,,0,0.0,,-0.29528663453227366,
partnership_deal_present,,,0,0.0,,-0.29528663453227366,
corporate_restructuring_present,,,0,0.0,,-0.29528663453227366,
regulatory_action_present,,,0,0.0,,-0.29528663453227366,
compliance_update_present,,,0,0.0,,-0.29528663453227366,
policy_change_present,,,0,0.0,,-0.29528663453227366,
operational_change_present,,,0,0.0,,-0.29528663453227366,
manufacturing_update_present,,,0,0.0,,-0.29528663453227366,
supply_chain_change_present,,,0,0.0,,-0.29528663453227366,
capacity_expansion_present,,,0,0.0,,-0.29528663453227366,
trade_policy_change_present,,,0,0.0,,-0.29528663453227366,
geopolitical_event_present,,,0,0.0,,-0.29528663453227366,
macroeconomic_update_present,,,0,0.0,,-0.29528663453227366,
currency_change_present,,,0,0.0,,-0.29528663453227366,
business_strategy_update_present,,,0,0.0,,-0.29528663453227366,
market_expansion_present,,,0,0.0,,-0.29528663453227366,
brand_initiative_present,,,0,0.0,,-0.29528663453227366,
customer_program_launch_present,,,0,0.0,,-0.29528663453227366,
cybersecurity_incident_present,,,0,0.0,,-0.29528663453227366,
regulatory_investigation_present,,,0,0.0,,-0.29528663453227366,
reputational_event_present,,,0,0.0,,-0.29528663453227366,
shareholder_meeting_present,,,0,0.0,,-0.29528663453227366,
employee_event_present,,,0,0.0,,-0.29528663453227366,
customer_feedback_present,,,0,0.0,,-0.29528663453227366,
community_engagement_present,,,0,0.0,,-0.29528663453227366,
analyst_rating_change_present,,,0,0.0,,-0.29528663453227366,
revenue_growth_rate_present,,,0,0.0,,-0.29528663453227366,
earnings_per_share_present,,,0,0.0,,-0.29528663453227366,
cost_level_present,,,0,0.0,,-0.29528663453227366,
profitability_present,,,0,0.0,,-0.29528663453227366,
stock_price_present,,,0,0.0,,-0.29528663453227366,
market_volatility_present,,,0,0.0,,-0.29528663453227366,
valuation_multiple_present,,,0,0.0,,-0.29528663453227366,
brand_value_present,,,0,0.0,,-0.29528663453227366,
production_capacity_present,,,0,0.0,,-0.29528663453227366,
supply_availability_present,,,0,0.0,,-0.29528663453227366,
manufacturing_efficiency_present,,,0,0.0,,-0.29528663453227366,
operational_costs_present,,,0,0.0,,-0.29528663453227366,
product_quality_index_present,,,0,0.0,,-0.29528663453227366,
workforce_effectiveness_present,,,0,0.0,,-0.29528663453227366,
investment_level_present,,,0,0.0,,-0.29528663453227366,
capital_expenditure_present,,,0,0.0,,-0.29528663453227366,
r_and_d_spending_present,,,0,0.0,,-0.29528663453227366,
cash_flow_present,,,0,0.0,,-0.29528663453227366,
debt_level_present,,,0,0.0,,-0.29528663453227366,
product_innovation_rate_present,,,0,0.0,,-0.29528663453227366,
product_differentiation_present,,,0,0.0,,-0.29528663453227366,
technology_adoption_present,,,0,0.0,,-0.29528663453227366,
partnership_strength_present,,,0,0.0,,-0.29528663453227366,
innovation_pipeline_strength_present,,,0,0.0,,-0.29528663453227366,
distribution_effectiveness_present,,,0,0.0,,-0.29528663453227366,
customer_sentiment_present,,,0,0.0,,-0.29528663453227366,
customer_buying_power_present,,,0,0.0,,-0.29528663453227366,
customer_retention_rate_present,,,0,0.0,,-0.29528663453227366,
product_refresh_cycle_present,,,0,0.0,,-0.29528663453227366,
sales_efficiency_present,,,0,0.0,,-0.29528663453227366,
digital_engagement_level_present,,,0,0.0,,-0.29528663453227366,
analyst_confidence_present,,,0,0.0,,-0.29528663453227366,
market_perception_present,,,0,0.0,,-0.29528663453227366,
reputation_index_present,,,0,0.0,,-0.29528663453227366,
market_intelligence_index_present,,,0,0.0,,-0.29528663453227366,
tariff_impact_present,,,0,0.0,,-0.29528663453227366,
geopolitical_risk_present,,,0,0.0,,-0.29528663453227366,
macroeconomic_conditions_present,,,0,0.0,,-0.29528663453227366,
interest_rate_sensitivity_present,,,0,0.0,,-0.29528663453227366,
currency_exposure_present,,,0,0.0,,-0.29528663453227366,
technology_advancement_rate_present,,,0,0.0,,-0.29528663453227366,
digital_transformation_level_present,,,0,0.0,,-0.29528663453227366,
cybersecurity_risk_present,,,0,0.0,,-0.29528663453227366,
compliance_risk_present,,,0,0.0,,-0.29528663453227366,
supply_chain_risk_present,,,0,0.0,,-0.29528663453227366,
talent_retention_risk_present,,,0,0.0,,-0.29528663453227366,
technology_obsolescence_risk_present,,,0,0.0,,-0.29528663453227366,
regulatory_risk_present,,,0,0.0,,-0.29528663453227366,
technology_innovation_present,,,0,0.0,,-0.29528663453227366,
financial_markets_present,,,0,0.0,,-0.29528663453227366,
