id,business_factor_id,article_id,causal_events_ai_id,ticker,event_timestamp,article_published_at,factor_name,factor_category,factor_magnitude,factor_movement,factor_synonyms,factor_unit,factor_raw_value,factor_delta,factor_description,factor_orientation,factor_about_time_days,factor_effect_horizon_days,causal_certainty,logical_directness,regime_alignment,causal_step,event_type,event_description,event_trigger,event_entities,event_scope,event_orientation,event_time_horizon_days,event_tags,event_quoted_people,article_headline,article_url,article_authors,article_source,article_source_credibility,article_author_credibility,article_publisher_credibility,article_audience_split,article_time_lag_days,article_market_regime,article_apple_relevance_score,article_ticker_relevance_score,article_published_year,article_published_month,article_published_day_of_week,evidence_level,evidence_source,evidence_citation,market_consensus_on_causality,reframing_potential,narrative_disruption,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,market_perception_emotional_profile,market_perception_cognitive_biases,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,market_hours,market_regime,pattern_strength_score,data_quality_score,alpha_vs_spy_1min_after,alpha_vs_spy_5min_after,alpha_vs_spy_10min_after,alpha_vs_spy_30min_after,alpha_vs_spy_1hour_after,alpha_vs_spy_4hour_after,alpha_vs_spy_1day_after,alpha_vs_spy_1week_after,alpha_vs_spy_1month_after,alpha_vs_qqq_1min_after,alpha_vs_qqq_5min_after,alpha_vs_qqq_10min_after,alpha_vs_qqq_30min_after,alpha_vs_qqq_1hour_after,alpha_vs_qqq_4hour_after,alpha_vs_qqq_1day_after,alpha_vs_qqq_1week_after,alpha_vs_qqq_1month_after,belief_strength,credibility_score,market_amplifier,credibility_weighted_magnitude
record-0015-5819,factor-0015-2894,article-0015-5468,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3146033043563624,-0.336906529817409,-0.3592097552784555,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0016-7792,factor-0016-2019,article-0016-4408,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2846295829763782,-0.2769590870574406,-0.269288591138503,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0017-5470,factor-0017-1048,article-0017-5766,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2701237691066149,-0.2479474593179139,-0.2257711495292129,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0018-9638,factor-0018-3149,article-0018-7783,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3272096104517307,-0.3621191420081455,-0.3970286735645603,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0019-3922,factor-0019-9826,article-0019-7652,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.1989791197653199,-0.105658160635324,-0.0123372015053281,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0020-6126,factor-0020-6618,article-0020-9197,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2605085231312787,-0.2287169673672416,-0.1969254116032046,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0021-7438,factor-0021-3405,article-0021-9351,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3550819466553359,-0.4178638144153559,-0.4806456821753759,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0022-3366,factor-0022-5426,article-0022-4721,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3441899922013245,-0.3960799055073332,-0.4479698188133419,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0023-9450,factor-0023-1727,article-0023-9594,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3149793191878069,-0.3376585594802981,-0.3603377997727893,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0024-4962,factor-0024-9335,article-0024-6976,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2047457875026303,-0.1171914961099448,-0.0296372047172593,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0025-8978,factor-0025-3488,article-0025-7030,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2357721326275222,-0.1792441863597286,-0.1227162400919349,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0026-6220,factor-0026-2435,article-0026-3751,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3631076095870857,-0.4339151402788557,-0.5047226709706256,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0027-3554,factor-0027-6743,article-0027-1512,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2247523269321053,-0.1572045749688947,-0.0896568230056842,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0028-4754,factor-0028-3474,article-0028-1892,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3672361981697626,-0.4421723174442095,-0.5171084367186564,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0029-9399,factor-0029-2826,article-0029-4357,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3716655934165537,-0.4510311079377916,-0.5303966224590295,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0030-3500,factor-0030-6903,article-0030-3825,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2870564594199714,-0.2818128399446269,-0.2765692204692824,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0031-6678,factor-0031-7450,article-0031-4744,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.292977770378982,-0.2936554618626482,-0.2943331533463145,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0032-4093,factor-0032-1371,article-0032-4824,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2785616924255813,-0.2648233059558468,-0.2510849194861123,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0033-9983,factor-0033-3230,article-0033-7299,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2698935784586277,-0.2474870780219396,-0.2250805775852515,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0034-1110,factor-0034-5096,article-0034-4444,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3409297565420289,-0.3895594341887419,-0.4381891118354549,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0035-1693,factor-0035-9078,article-0035-8983,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2549805041550878,-0.2176609294148596,-0.1803413546746315,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0036-6351,factor-0036-4796,article-0036-4068,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2719167064401918,-0.2515333339850679,-0.2311499615299439,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0037-5024,factor-0037-3761,article-0037-6343,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2912779859304533,-0.2902558929655908,-0.2892338000007284,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
