id,business_factor_id,article_id,causal_events_ai_id,ticker,event_timestamp,article_published_at,factor_name,factor_category,factor_magnitude,factor_movement,factor_synonyms,factor_unit,factor_raw_value,factor_delta,factor_description,factor_orientation,factor_about_time_days,factor_effect_horizon_days,causal_certainty,logical_directness,regime_alignment,causal_step,event_type,event_description,event_trigger,event_entities,event_scope,event_orientation,event_time_horizon_days,event_tags,event_quoted_people,article_headline,article_url,article_authors,article_source,article_source_credibility,article_author_credibility,article_publisher_credibility,article_audience_split,article_time_lag_days,article_market_regime,article_apple_relevance_score,article_ticker_relevance_score,article_published_year,article_published_month,article_published_day_of_week,evidence_level,evidence_source,evidence_citation,market_consensus_on_causality,reframing_potential,narrative_disruption,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,market_perception_emotional_profile,market_perception_cognitive_biases,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,market_hours,market_regime,pattern_strength_score,data_quality_score,alpha_vs_spy_1min_after,alpha_vs_spy_5min_after,alpha_vs_spy_10min_after,alpha_vs_spy_30min_after,alpha_vs_spy_1hour_after,alpha_vs_spy_4hour_after,alpha_vs_spy_1day_after,alpha_vs_spy_1week_after,alpha_vs_spy_1month_after,alpha_vs_qqq_1min_after,alpha_vs_qqq_5min_after,alpha_vs_qqq_10min_after,alpha_vs_qqq_30min_after,alpha_vs_qqq_1hour_after,alpha_vs_qqq_4hour_after,alpha_vs_qqq_1day_after,alpha_vs_qqq_1week_after,alpha_vs_qqq_1month_after
record-0010-3677,factor-0010-4872,article-0010-2474,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.3474771904676125,-0.4026543020399091,-0.45783141361220575,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0011-2507,factor-0011-3164,article-0011-5164,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.36839225849422924,-0.44448443809314264,-0.5205766176920561,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0012-4652,factor-0012-5729,article-0012-2642,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.3683799811549784,-0.44445988341464093,-0.5205397856743035,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0013-1292,factor-0013-3769,article-0013-2934,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.32092889504877337,-0.3495577112022309,-0.37818652735568836,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0014-5261,factor-0014-8424,article-0014-8544,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.2494748828270601,-0.20664968675880435,-0.1638244906905486,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0015-5819,factor-0015-2894,article-0015-5468,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.3146033043563624,-0.336906529817409,-0.35920975527845556,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0016-7792,factor-0016-2019,article-0016-4408,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.28462958297637825,-0.27695908705744066,-0.269288591138503,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0017-5470,factor-0017-1048,article-0017-5766,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.2701237691066149,-0.24794745931791393,-0.22577114952921296,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0018-9638,factor-0018-3149,article-0018-7783,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.3272096104517307,-0.36211914200814554,-0.39702867356456034,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0019-3922,factor-0019-9826,article-0019-7652,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.19897911976531993,-0.10565816063532402,-0.012337201505328133,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0020-6126,factor-0020-6618,article-0020-9197,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.26050852313127876,-0.22871696736724167,-0.1969254116032046,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0021-7438,factor-0021-3405,article-0021-9351,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.3550819466553359,-0.4178638144153559,-0.48064568217537595,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
