article_id,consolidated_event_tags,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_magnitude,factor_movement,article_source_credibility,market_perception_intensity,alpha_vs_spy_1day_after,alpha_vs_spy_1week_after,alpha_vs_qqq_1day_after
article_5_b152,software,earnings_report,customer_sentiment,,0.005249922623266319,0,0.8388239085532372,0.8075937546955445,4.348696847863093,-7.492494164507145,-0.587085379222434
article_5_46a4,,product_launch,competitive_pressure,,0.028381683620586125,-1,0.10421998826695095,0.10572097985025984,3.03572815518954,-5.914924565448089,-3.6151892562673638
article_5_0b10,software,regulatory_change,market_share,Technology,0.02555077326079504,-1,0.17362065808918603,0.25587688763581656,0.6548232401192711,-9.610316265159842,1.5426340018722995
article_6_b152,earnings,product_launch,revenue_growth_rate,,0.004907013112857805,1,0.21942001330149608,0.27475238352767367,1.7378023777787133,4.9519216348306605,3.0025905465791913
article_6_46a4,semiconductor,analyst_update,supply_chain_risk,,0.038583255577631245,-1,0.682280775280994,0.7572257667387636,-2.842726005229549,-8.100377412562356,1.5267708824123927
article_6_0b10,semiconductor,regulatory_change,supply_chain_risk,Technology,0.0283367228514902,1,0.420345424029513,0.6082022134495133,-1.4982189167986182,4.117706316597034,4.790470972623901
article_7_b152,ai,earnings_report,customer_sentiment,,0.04904276069598226,1,0.1290997676913189,0.4351734002117992,-1.741007150300311,1.3623958518041457,-2.181352367153655
article_7_46a4,ai,earnings_report,market_share,,0.017851373354622828,0,0.3816192502502937,0.20067867268368256,0.4770884523309127,2.1906285624537025,-1.4020433105386199
article_7_0b10,ai,market_update,supply_chain_risk,Technology,0.043624994507329776,0,0.16812526205650855,0.7887713094054013,-3.643638744655573,-2.7096548458850456,-1.5588135228018152
article_8_b152,,product_launch,customer_sentiment,,0.02142360189702427,0,0.22656486565009093,0.7382191702638884,3.174312272376991,-7.302247147650201,-0.24737238746675994
article_8_46a4,earnings,analyst_update,revenue_growth_rate,,0.045421173411958254,-1,0.3690748671270401,0.1634893105398663,3.354067097813899,-6.958662180062896,-0.5807952923208959
article_8_0b10,software,regulatory_change,revenue_growth_rate,Technology,0.008572663762376444,-1,0.16223913508892193,0.11907167376072125,3.366664151460287,7.854866553754507,1.8633241992619864
article_9_b152,earnings,regulatory_change,supply_chain_risk,,0.03782967944479384,-1,0.8905729056908943,0.761944354764409,-0.9736750294604157,7.229093811694394,-3.860337594044949
article_9_46a4,,regulatory_change,customer_sentiment,,0.004924434569690944,-1,0.7922385175866656,0.16356719247206297,-3.952357852935174,4.706665201431677,0.6549165770193444
article_9_0b10,,product_launch,competitive_pressure,Technology,0.01583193945325524,1,0.3654510043411084,0.8034678788778028,2.8537874102815652,-1.2884894685929127,-1.0757294514331273
article_10_b152,software,product_launch,competitive_pressure,,0.021101459916940818,1,0.19987470431066393,0.2353636997433336,1.5664588965424986,3.0035558325266143,-4.326468069147847
article_10_46a4,hardware,regulatory_change,competitive_pressure,,0.013187172577515067,-1,0.256912353606344,0.2652520520901208,1.665356671285949,-7.183520217270251,-3.578793999146579
article_10_0b10,,analyst_update,customer_sentiment,Technology,0.0395317463865696,0,0.6155181062099829,0.3744404204608905,3.991982811954655,7.615024121449827,2.3450309200281163
article_11_b152,regulatory,product_launch,supply_chain_risk,,0.00876842832300694,0,0.16347116922948499,0.222909299748118,3.516977774054614,3.9048971290249246,-2.079116795289319
article_11_46a4,hardware,regulatory_change,market_share,,0.04978875638446035,-1,0.18385915510173267,0.4034922538845971,4.419401222829189,-6.674416578363007,0.37982798280793983
article_11_0b10,regulatory,earnings_report,supply_chain_risk,Technology,0.006022340518092114,1,0.3144199054209352,0.4493846906713957,-0.4538144479463868,-0.7012382090078662,0.1462623659003659
article_12_b152,hardware,regulatory_change,market_share,,0.006731933185643787,0,0.2363643340431812,0.6078154831942751,4.181879767391142,0.7099458020883587,4.229639425945095
article_12_46a4,regulatory,analyst_update,competitive_pressure,,0.028438712650586975,0,0.2429171559326792,0.2541303958384103,-2.9525680880929492,-4.514764714256952,1.0192963332455152
article_12_0b10,hardware,earnings_report,supply_chain_risk,Technology,0.04403823362952276,-1,0.3042504363487374,0.1872286969045404,-0.7770749641848995,3.260861591166093,2.487928966254592
article_13_b152,semiconductor,analyst_update,competitive_pressure,,0.013441996829079272,0,0.47600605821818326,0.7611075147554709,-4.911891088925896,5.032405302515621,3.179259579678433
article_13_46a4,regulatory,product_launch,customer_sentiment,,0.0316165373967265,1,0.14399373221266146,0.1787453092599884,-0.7355727860968575,7.230130401084162,0.7882369065470407
article_13_0b10,semiconductor,market_update,revenue_growth_rate,Technology,0.028784519290233658,1,0.33571822698876275,0.6931753872847333,3.014606567462519,-9.911367469081247,-1.6081374605941456
article_14_b152,software,product_launch,market_share,,0.039374244232231105,0,0.6925920559185359,0.9939449520753736,1.6597716236448978,-3.86046973562004,0.5628951492575873
article_14_46a4,,earnings_report,market_share,,0.02130930925961132,-1,0.7049601702149115,0.5324050364649138,4.727331938781828,3.0345394219594923,-3.450014612442085
article_14_0b10,hardware,market_update,supply_chain_risk,Technology,0.04575938807495067,0,0.8555092566480058,0.8585488458491307,2.6961384179832946,-9.596059133981603,-2.757127449865698
article_15_b152,semiconductor,earnings_report,market_share,,0.020755199805529534,0,0.43464432178171,0.7318222729851477,3.917988994156633,-5.345586877000166,-1.9298249175407234
article_15_46a4,hardware,market_update,market_share,,0.01160974854230164,-1,0.8496815730490441,0.14029918963213742,0.3479207064654899,-7.127355752871365,0.7464423280456711
article_15_0b10,software,regulatory_change,revenue_growth_rate,Technology,0.047109833732884285,1,0.5480086998090652,0.3828522273638221,4.599364273840384,-6.925254898888598,-0.14368706847659118
article_16_b152,hardware,regulatory_change,market_share,,0.0337500462838394,-1,0.5467119051607428,0.4760221781483979,-0.8534098668131274,7.671392243178337,-4.533163872030617
article_16_46a4,ai,product_launch,supply_chain_risk,,0.013012368243623201,0,0.2819019495220565,0.27306377766230683,4.943496482122888,9.45093550089386,-4.740624690009085
article_16_0b10,,regulatory_change,revenue_growth_rate,Technology,0.006038338016168149,-1,0.9548160484332427,0.8518393026168721,3.259241673014998,-2.324903804097118,0.3569320336626136
article_17_b152,semiconductor,product_launch,revenue_growth_rate,,0.0275595675785852,1,0.6782539146829969,0.19657358176037415,2.1730174833356997,-6.908334990290001,1.2922243965600577
article_17_46a4,regulatory,market_update,market_share,,0.04872416285235356,1,0.42670923628759566,0.22706711538780033,3.1807652902772587,-5.1146492737957505,4.982944108144727
article_17_0b10,,market_update,competitive_pressure,Technology,0.00829816030417462,0,0.9213474557976319,0.5697248342674489,3.3701545148516345,4.157357148433114,-4.765404229391283
article_18_b152,ai,product_launch,supply_chain_risk,,0.021976958884423296,1,0.2977215315628458,0.14384896012739837,-4.2964621771307945,-2.601604666648496,-4.36564007794897
article_18_46a4,regulatory,market_update,customer_sentiment,,0.0077404230458891325,1,0.3967538723250814,0.937215227622525,-4.856708341106261,-4.9051094016026635,0.9850450526907417
article_18_0b10,regulatory,analyst_update,customer_sentiment,Technology,0.0026576708986311617,0,0.9053472059280216,0.18492477559910883,-2.9350996603327593,-2.4856428841593314,-2.063275247932921
article_19_b152,hardware,regulatory_change,market_share,,0.010628716333702269,-1,0.9033715772024089,0.7039948327077014,-0.6937040938627614,-9.668158354149444,3.660984974337611
article_19_46a4,hardware,product_launch,market_share,,0.049396320661808886,1,0.927552830057616,0.7565887439401087,-0.6575511268090917,7.414646688490906,-0.25584562166614755
article_19_0b10,earnings,analyst_update,supply_chain_risk,Technology,0.00416430024900381,1,0.17452696460356634,0.3857048545351269,-0.4247728675458595,-5.982695113698917,-1.9515498227830674
article_20_b152,regulatory,market_update,revenue_growth_rate,,0.02740027180216936,0,0.5877301648789295,0.7617311734009147,0.3879013872668091,-1.6757646099965484,3.5458507132187655
article_20_46a4,ai,earnings_report,customer_sentiment,,0.04911400043704979,1,0.6971319730962043,0.9116783460898649,1.95821028758271,-7.243946226086755,4.198483909981212
article_20_0b10,,product_launch,market_share,Technology,0.022150378794967875,0,0.20362985382749485,0.3209082899277169,-4.299268572580189,-3.4364414815088073,-2.6849848653273565
article_21_b152,semiconductor,earnings_report,market_share,,0.04980226784233952,-1,0.4299970134614252,0.9613491142028491,-1.6828756107302023,-2.1041569234543123,-4.14147404881108
article_21_46a4,hardware,earnings_report,supply_chain_risk,,0.014118746781064053,0,0.8442054512731256,0.5733758463037726,-3.592924352232161,-4.246762644609849,2.1289478319116952
article_21_0b10,regulatory,regulatory_change,market_share,Technology,0.01418007942256145,-1,0.5476153660697107,0.7885763290057141,-1.0134715048036758,-9.657043543706877,2.7770878829546133
article_22_b152,regulatory,market_update,supply_chain_risk,,0.03344289787184239,1,0.5794737687642529,0.8079279951138933,1.611356268722468,1.5014900805169362,1.2309014469683666
article_22_46a4,earnings,market_update,market_share,,0.028961051725657976,1,0.5866913999041722,0.20440927054404812,3.3806854936682083,0.43321432023651907,1.5508507139529382
article_22_0b10,software,earnings_report,market_share,Technology,0.03241890200079358,0,0.7533702693432486,0.8871421748899524,-4.849778446536953,7.909041964713062,-0.3128016060986394
article_23_b152,,regulatory_change,supply_chain_risk,,0.021937084603746545,-1,0.9960057934049024,0.6830406407417885,0.36779722438232243,-2.177214340847482,2.328336775637859
article_23_46a4,semiconductor,market_update,competitive_pressure,,0.04998533485538819,1,0.874294949200611,0.9106208131574092,1.8740947888337678,7.772397971583405,1.1959404865081424
article_23_0b10,earnings,earnings_report,revenue_growth_rate,Technology,0.04224419270785841,-1,0.3249717215339963,0.764442113065207,0.19853364222040093,9.841905029805664,-1.678797412996078
article_24_b152,,earnings_report,competitive_pressure,,0.040777438260643964,-1,0.662915414124812,0.8647607139144916,4.8161558077143996,-6.176788933764444,-4.676299816043564
article_24_46a4,regulatory,market_update,market_share,,0.022633858855185485,-1,0.6594384777833812,0.6917656204040563,2.7718715498510136,-4.7310512559672695,3.3481776167833885
article_24_0b10,hardware,earnings_report,revenue_growth_rate,Technology,0.04323329376960831,0,0.2521306430686552,0.18841581057068277,-2.207933392562719,-7.760205484064748,3.4366632102682395
article_25_b152,semiconductor,product_launch,supply_chain_risk,,0.02367873459164862,-1,0.16739776601195816,0.30587011260292035,-2.3593567175535934,2.1971251793304036,3.8120049191462133
article_25_46a4,software,market_update,supply_chain_risk,,0.006165917097675236,1,0.6011357059986833,0.7103151204892774,-2.239154606060091,3.6830598657900193,0.9298801061660034
article_25_0b10,,regulatory_change,market_share,Technology,0.018206821474051164,0,0.2603095669296268,0.7053247500380342,1.678443780846044,-0.05053024577469145,-0.0951702397123455
article_26_b152,regulatory,regulatory_change,supply_chain_risk,,0.04973845771589506,0,0.8485645093025606,0.8379470574623928,3.838507992951259,3.6532944609031603,-0.5551166720314371
article_26_46a4,semiconductor,market_update,market_share,,0.04605307135373729,0,0.29598618915494057,0.23868875065818212,2.6210389650660693,-2.9868889710303925,-2.805324540826616
article_26_0b10,semiconductor,regulatory_change,revenue_growth_rate,Technology,0.015249388994878878,-1,0.4478970311425781,0.19011970196507424,3.6437900019913583,-5.930014928842806,-1.9366377247306477
article_27_b152,ai,analyst_update,competitive_pressure,,0.04049882992497956,1,0.9595808535369037,0.2141841729053086,-0.9682229165222778,6.840891782130516,3.0454001145092677
article_27_46a4,hardware,product_launch,competitive_pressure,,0.04856037497348025,0,0.7052172767692515,0.6119227660536829,4.768627088879413,0.9745549910696782,2.3589557962862506
article_27_0b10,hardware,earnings_report,supply_chain_risk,Technology,0.015173807062353151,-1,0.768406703778346,0.16667505528706297,2.862869399223633,-9.491905604740985,3.201865060066612
article_28_b152,ai,earnings_report,supply_chain_risk,,0.020938111140781545,0,0.9937821815782822,0.47918066935161524,-2.436982422115892,2.7554401004155915,1.3448180398361753
article_28_46a4,semiconductor,market_update,competitive_pressure,,0.017413264997097694,0,0.24374235911495,0.7037657915108393,4.714248969273579,6.360924093942602,0.523325164396411
article_28_0b10,hardware,earnings_report,supply_chain_risk,Technology,0.007196774799772281,1,0.9709716564430686,0.2638956225305506,-0.8030387123602922,0.6405323034949895,-1.276657472325422
article_29_b152,earnings,analyst_update,competitive_pressure,,0.04721106753136645,1,0.7484620472407765,0.7388984481807598,-4.434155926135875,4.52692643485697,-4.177949199824777
article_29_46a4,software,regulatory_change,competitive_pressure,,0.03269501807337023,0,0.13340897417557315,0.8164350584434901,-0.9596456279132892,-5.404743036758022,1.239162830338475
article_29_0b10,ai,regulatory_change,supply_chain_risk,Technology,0.03383448754267219,0,0.2833103397469983,0.38848375103407945,1.839003647560633,5.829782307447702,3.565336814942092
article_30_b152,semiconductor,analyst_update,customer_sentiment,,0.010699177059063378,1,0.19758062320740027,0.7184171489358636,2.0306933106697365,-5.834715887125357,-3.4892416348532693
article_30_46a4,hardware,analyst_update,market_share,,0.026524155356274743,1,0.9666144155163424,0.30647775681972184,0.7089939706856407,0.9147760291668305,1.4854938320319044
article_30_0b10,regulatory,earnings_report,revenue_growth_rate,Technology,0.005090741691523596,0,0.613749286834287,0.855786283607534,-1.9997831635428542,-8.936327495584331,1.0657942919396968
article_31_b152,hardware,regulatory_change,competitive_pressure,,0.04132412929767271,-1,0.4005379703515098,0.4454898412039443,1.29099811764666,-3.736623157279606,-1.3456559768679532
article_31_46a4,hardware,regulatory_change,customer_sentiment,,0.006755464728824607,0,0.8324182526061695,0.589986325156767,0.8778158474872599,-0.566499745269049,3.9551352523517247
article_31_0b10,earnings,product_launch,market_share,Technology,0.006338037884693356,1,0.18060813330421058,0.6629276581673118,0.014051840324385001,2.081306316966973,-1.5171101683780286
article_32_b152,earnings,product_launch,customer_sentiment,,0.02474777452851294,-1,0.5706594556511398,0.8424904153175619,-2.2641678449716363,-4.2802537509058824,0.3675637858486591
article_32_46a4,software,regulatory_change,customer_sentiment,,0.0064015018209074995,-1,0.7981640341924587,0.8178044543553896,-2.271921131215706,0.13143130896278166,2.8267094923860556
article_32_0b10,earnings,earnings_report,competitive_pressure,Technology,0.03248020151951177,-1,0.18995980871737597,0.4386799700121078,2.3089713651852026,-9.312915137042854,2.8803435684643732
article_33_b152,software,product_launch,revenue_growth_rate,,0.0352409125043153,1,0.9237481284747443,0.8616996727804687,1.9148240977991204,4.5513622872437605,-3.370024582569954
article_33_46a4,software,product_launch,revenue_growth_rate,,0.010509184793717749,0,0.9506311871815926,0.46073169860717195,1.395010522900667,-7.117969966275464,-4.2741002615355725
article_33_0b10,ai,product_launch,competitive_pressure,Technology,0.018030571340751148,1,0.554506348166967,0.41067816263645346,3.3701793334751273,5.244348052588139,-0.1664455388208097
article_34_b152,ai,analyst_update,competitive_pressure,,0.018047041938428862,0,0.7009973806234532,0.6622583159336193,2.121762543475032,7.582460016396986,0.7107997828341661
article_34_46a4,ai,earnings_report,supply_chain_risk,,0.04734871111553364,-1,0.5894025885077359,0.1007924169669136,-0.5853888001262741,2.499859626430996,-1.4811583456585997
article_34_0b10,semiconductor,regulatory_change,competitive_pressure,Technology,0.013365650003553381,1,0.9185183663083767,0.8519735258775255,-3.032517106161463,3.617675032262495,2.8058762561609516
article_35_b152,regulatory,market_update,supply_chain_risk,,0.045052201081771326,0,0.7006620563603967,0.7006960692867287,-1.5021937951275743,-4.908102935357459,-0.8572619039715257
article_35_46a4,,regulatory_change,supply_chain_risk,,0.026105842778106476,-1,0.8492366318811936,0.7248805808028879,-4.51900746227301,-9.748158016115225,-1.0446345746360564
article_35_0b10,ai,market_update,market_share,Technology,0.024395483331117795,-1,0.3937909100157166,0.6739445866626046,3.0490119486158607,6.47126239313025,0.8601081478738593
article_36_b152,ai,market_update,competitive_pressure,,0.03584321015351701,0,0.15101541105849833,0.8792852176905227,-2.719837923958731,3.4967980674264543,-0.3337219957537696
article_36_46a4,hardware,earnings_report,customer_sentiment,,0.043544536591020234,-1,0.11763737502093365,0.9089059482908939,-1.8478379583896365,7.765086619333241,-2.3989193844760006
article_36_0b10,earnings,earnings_report,customer_sentiment,Technology,0.013516946676075444,-1,0.7230576020532232,0.2550415398269183,-3.5003036448152427,4.555457652593599,-4.941118663459331
article_37_b152,regulatory,earnings_report,market_share,,0.02809937722244492,-1,0.3143196364645978,0.6907447867445221,-4.711289610350295,1.1248433132566493,4.1795367109573744
article_37_46a4,hardware,regulatory_change,revenue_growth_rate,,0.04315364281313452,-1,0.6217351602739234,0.21121638864004683,-2.371762746451944,-1.0012822001451682,-3.2973525918151436
article_37_0b10,earnings,analyst_update,competitive_pressure,Technology,0.035583552543840845,0,0.15745397765663613,0.3635311930308847,-1.1953694826908534,-4.121877935316862,-4.874139063660671
article_38_b152,software,market_update,market_share,,0.025828736135101726,1,0.5725974777536317,0.23235543356968774,-1.5367191186086315,-0.7928467542340023,-0.030196588206996555
article_38_46a4,regulatory,product_launch,revenue_growth_rate,,0.035664820074387184,1,0.596925314425928,0.2509406267222778,4.2735105652905245,-8.65734361979433,-0.5265279485677599
article_38_0b10,hardware,earnings_report,customer_sentiment,Technology,0.038788845321078444,0,0.2747835875661684,0.9008913581012644,-2.845423342561373,-1.9720562514878548,0.6029442356377135
article_39_b152,semiconductor,earnings_report,market_share,,0.006061633181722827,0,0.9833873748425237,0.6402927139510323,-0.5442249976705837,9.146399646450847,-4.38045270067142
article_39_46a4,earnings,analyst_update,customer_sentiment,,0.04008452382785386,1,0.5046583657390695,0.17762565599519473,-2.4775839097836636,-4.419522599857661,-2.237967173291203
article_39_0b10,ai,regulatory_change,competitive_pressure,Technology,0.024110089508210447,1,0.8124931821325976,0.4294223849556426,-4.362840170248101,3.4368075322484604,-2.2688568792054067
article_40_b152,earnings,regulatory_change,competitive_pressure,,0.022637795596602707,1,0.7759051690771301,0.9790951896482928,2.2865609459574987,7.277189928484873,-0.23854869917057098
article_40_46a4,ai,earnings_report,revenue_growth_rate,,0.023572370616296797,1,0.4822634598739863,0.5116070895435333,3.2633136871760673,8.745015978303003,2.8918571235452015
article_40_0b10,hardware,earnings_report,market_share,Technology,0.04804454194920793,-1,0.8646806308378815,0.952877084020327,3.523908625293334,6.117173232620905,-1.127572689143379
article_41_b152,ai,market_update,customer_sentiment,,0.047670327271581076,-1,0.47074040379431104,0.23875632759875248,-4.047965942468434,-3.7630267450042365,0.9638896163706201
article_41_46a4,software,market_update,revenue_growth_rate,,0.004918900991444094,-1,0.5051698547716285,0.49142276491874537,-0.716881653564897,9.516367338825054,-4.7422569247573785
article_41_0b10,semiconductor,regulatory_change,revenue_growth_rate,Technology,0.022250073610838132,0,0.24711545783481512,0.6351906137122411,-2.91011968470018,9.942605549659211,-2.1087723178949735
article_42_b152,,regulatory_change,revenue_growth_rate,,0.03088706912868964,1,0.6449987823401221,0.5001197076774201,-4.655543439786008,-8.462334566797248,-2.834807636175224
article_42_46a4,earnings,analyst_update,supply_chain_risk,,0.009752913347411088,-1,0.5887987851869146,0.637829921645646,0.24856270088341237,8.75717677406386,-2.0854196727963306
article_42_0b10,hardware,product_launch,customer_sentiment,Technology,0.029985770331700832,1,0.716266636391,0.1612294737692396,1.5654525129931196,0.3961111080928914,3.4982249994356005
article_43_b152,earnings,market_update,supply_chain_risk,,0.03500534120987332,-1,0.9767049436787683,0.9917181066332879,3.251893457790629,-2.207497987276692,-4.95972540977486
article_43_46a4,regulatory,analyst_update,revenue_growth_rate,,0.031669591461524337,-1,0.9171052166293724,0.41462181320609315,1.261899556891256,-0.8504087802316396,1.9021260744177881
article_43_0b10,,analyst_update,market_share,Technology,0.020178396402060518,1,0.5745655398445488,0.8852975390860284,0.18375037530309224,2.5998494768556646,-0.6107567828007243
article_44_b152,regulatory,market_update,customer_sentiment,,0.03307558758230299,1,0.5366114118460358,0.4524171343244125,-4.960031533985109,-6.300184262266242,1.2078330808460591
article_44_46a4,,market_update,market_share,,0.042372282551985684,0,0.3900118208887782,0.26657634740999425,-2.8965156726628005,-5.68434004926292,-1.7741836261643174
article_44_0b10,ai,product_launch,revenue_growth_rate,Technology,0.014565366865908945,-1,0.45786987054324313,0.9227011888153241,-1.8672720296225387,5.28264442182479,2.428929872468737
article_45_b152,regulatory,regulatory_change,customer_sentiment,,0.014509938720284006,1,0.4669745834220948,0.4177017605024469,1.3058117739844877,9.31677410250948,0.20310440541973507
article_45_46a4,hardware,analyst_update,market_share,,0.010002172536765651,0,0.18612257717437874,0.5606373327591039,-2.758438378754172,-9.758784350487703,-1.2256056887394973
article_45_0b10,hardware,earnings_report,customer_sentiment,Technology,0.0030078597386873815,-1,0.5878559067542952,0.23447499108787975,-2.9466808272560807,-3.112619283065987,4.813741116994871
article_46_b152,ai,earnings_report,revenue_growth_rate,,0.028912051861494707,0,0.8610077450328282,0.7374521662450275,-0.08953492560347387,-2.508120274474699,-0.4596705287699776
article_46_46a4,software,earnings_report,customer_sentiment,,0.01863145104022197,1,0.23870370648630587,0.8980084976136236,-3.2446031795381494,1.8522687591857157,1.2905800598652595
article_46_0b10,software,analyst_update,customer_sentiment,Technology,0.00956530683595332,1,0.9400283717828718,0.7160855755353975,-3.022545577739323,2.975278662173335,-1.988899353850998
article_47_b152,ai,analyst_update,supply_chain_risk,,0.018098889875694232,-1,0.3319908500909542,0.5708905581527896,1.9834831331662894,-9.10668290660463,0.645349238788574
article_47_46a4,ai,earnings_report,customer_sentiment,,0.017865884541197617,1,0.1800753422475512,0.72729522936466,3.950156160723669,6.854367528158485,2.912139389523498
article_47_0b10,software,regulatory_change,customer_sentiment,Technology,0.02337718381592335,-1,0.18748128358283198,0.30865815243143213,-4.932172995179155,7.198544367904322,-3.9966212259234912
article_48_b152,regulatory,regulatory_change,supply_chain_risk,,0.046310859561250514,1,0.7873051388249115,0.98359677554605,4.268548296117426,-2.469563878454013,0.8113787346847867
article_48_46a4,,analyst_update,customer_sentiment,,0.028031808220723244,-1,0.7893239518254154,0.974286353302929,0.15219691971025684,0.7310999674555951,2.4369489717719803
article_48_0b10,,regulatory_change,supply_chain_risk,Technology,0.0039053240965795286,1,0.42912125394081824,0.4068838494845299,-2.771557429265875,-2.2062658554538417,4.919523804811994
article_49_b152,semiconductor,market_update,revenue_growth_rate,,0.007150504655971766,-1,0.18383414365050324,0.3998927865290495,-4.3284822293947665,8.677438473507236,-0.45388477967713503
article_49_46a4,ai,analyst_update,revenue_growth_rate,,0.020357156234394547,-1,0.872063519608275,0.9163724740539614,2.8587168122451203,-8.244100240276351,-2.503535157926277
article_49_0b10,hardware,earnings_report,revenue_growth_rate,Technology,0.03326508852397827,1,0.6786030963061902,0.7092396841773164,3.8586336396422203,0.9014469237516809,4.650137764589347
article_50_b152,earnings,earnings_report,competitive_pressure,,0.03993276847805604,-1,0.17499813308763054,0.8759772190745793,-0.6287299575591332,4.339867519759273,0.18710869115406092
article_50_46a4,earnings,analyst_update,supply_chain_risk,,0.033038300496360654,0,0.5302944905297159,0.4968088091146835,-1.4045531422693502,0.8828141219259211,1.4898381233509772
article_50_0b10,software,product_launch,customer_sentiment,Technology,0.03913239056110545,0,0.7837422538357359,0.43869425023533687,-3.5767979645435144,-8.53608294666963,4.074604621022656
article_51_b152,software,earnings_report,supply_chain_risk,,0.046454884459552585,0,0.4326207651333513,0.3963700929393152,-1.443052023773117,-1.4091821056809306,2.7410241761891276
article_51_46a4,,analyst_update,supply_chain_risk,,0.008186905733398912,-1,0.6093497276051524,0.43281459515226217,-0.16937424666655154,0.0771393907132234,-1.3824934257328914
article_51_0b10,hardware,earnings_report,revenue_growth_rate,Technology,0.028758568862958554,0,0.5104986981378163,0.5665415536497966,0.621685384276649,-9.452479429117089,4.0754334241300585
article_52_b152,,regulatory_change,customer_sentiment,,0.027213650552247136,0,0.17899400550028724,0.4848504507636337,-3.32100683084106,-1.0254205328845467,4.497803454779294
article_52_46a4,,product_launch,market_share,,0.04592490072243665,-1,0.22393562830997424,0.2652567177763325,1.3080901486266994,-4.826643257494114,0.5022087229927641
article_52_0b10,software,regulatory_change,market_share,Technology,0.037744877022162567,0,0.10864463334377321,0.7924174874532341,4.400922360980931,2.64121937732261,-1.2974168599461067
article_53_b152,earnings,regulatory_change,market_share,,0.03270055652082941,-1,0.6341732390110567,0.8604252905013687,-0.0949337846419962,-2.7732055587145976,-4.602528379754579
article_53_46a4,regulatory,market_update,market_share,,0.02809105545680315,0,0.47984483559339564,0.28244712285706713,-1.8802136044186257,-5.503857090115307,4.857749841982567
article_53_0b10,hardware,product_launch,competitive_pressure,Technology,0.03503798104110897,0,0.41843621209399057,0.6835631482976774,-4.533302598311205,4.227468218488415,-2.4306466003642004
article_54_b152,ai,regulatory_change,competitive_pressure,,0.016773751403570413,1,0.9328109104305626,0.8907962355009941,-2.677176710507595,-7.439455492930591,-0.8519145501136638
article_54_46a4,regulatory,market_update,market_share,,0.03777798633919905,0,0.26159409959262026,0.2554323314060447,3.7786698492787165,-3.2274953667257544,1.4453716640375847
article_54_0b10,hardware,analyst_update,market_share,Technology,0.047497263910837646,-1,0.26621366573573024,0.727277710573334,-1.453668610320461,-0.605915602900855,-1.752190619182572
article_55_b152,,regulatory_change,competitive_pressure,,0.02841427621938991,1,0.2054152156016081,0.6422431110507709,-4.626876645141202,-3.0699523502919046,4.0714773434086595
