article_id,consolidated_event_tags,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_magnitude,factor_movement,article_source_credibility,market_perception_intensity,alpha_vs_spy_1day_after,alpha_vs_spy_1week_after,alpha_vs_qqq_1day_after,signed_change_1day_after_pct,ai_tag_present,hardware_tag_present,software_tag_present,semiconductor_tag_present,cloud_services_tag_present,data_center_tag_present,cybersecurity_tag_present,blockchain_tag_present,vr_ar_tag_present,autonomous_tech_tag_present,space_tech_tag_present,earnings_tag_present,revenue_growth_tag_present,operating_margin_tag_present,valuation_tag_present,market_sentiment_tag_present,investor_sentiment_tag_present,capital_allocation_tag_present,investment_strategy_tag_present,product_innovation_tag_present,product_launch_tag_present,manufacturing_tag_present,supply_chain_tag_present,business_strategy_tag_present,partnership_tag_present,acquisition_tag_present,competitive_pressure_tag_present,regulatory_tag_present,legal_ruling_tag_present,antitrust_tag_present,government_policy_tag_present,trade_policy_tag_present,export_controls_tag_present,privacy_tag_present,compliance_tag_present,market_share_tag_present,customer_demand_tag_present,brand_reputation_tag_present,advertising_tag_present,ecommerce_tag_present,financial_services_tag_present,gaming_tag_present,streaming_tag_present,energy_tag_present,geopolitical_tag_present,china_tag_present,india_tag_present,tariff_tag_present,macroeconomic_tag_present,currency_tag_present,executive_change_tag_present,leadership_tag_present,shareholder_relations_tag_present,corporate_strategy_tag_present,cost_increase_tag_present,supply_disruption_tag_present,regulatory_change_tag_present,economic_conditions_tag_present
article_550_46a4,semiconductor,earnings_report,revenue_growth_rate,,0.0460306869413168,0,0.2767588863483091,0.4625431648004722,0.1206652502264149,-5.952779180195211,-2.1026819981717715,0.1206652502264149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_550_0b10,hardware,market_update,revenue_growth_rate,Technology,0.0211929125305697,-1,0.8702980723440065,0.8932472852307132,-1.4556175262172566,-4.7381964854066405,4.290044171244399,-1.4556175262172566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_551_b152,regulatory,product_launch,supply_chain_risk,,0.0083495656729594,0,0.2563338125260422,0.9953627021114988,2.0628185533068177,4.681622517564437,0.2134608433785823,2.0628185533068177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_551_46a4,ai,market_update,market_share,,0.0269536533976634,0,0.5060572370611809,0.8877862289115028,0.3521536617457932,-3.323830222971693,-3.3354820293868825,0.3521536617457932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_551_0b10,ai,analyst_update,customer_sentiment,Technology,0.0250349704219055,0,0.5598498754180884,0.5090774155237996,0.2005159387263999,-5.060780418550637,3.630571125449981,0.2005159387263999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_552_b152,regulatory,analyst_update,customer_sentiment,,0.0182662362357231,1,0.4987761438244551,0.7971890913617776,-4.66215032635998,-0.3254175294766481,-3.798524595693932,-4.66215032635998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_552_46a4,semiconductor,earnings_report,market_share,,0.0033086476163137,1,0.9384750384757388,0.6116383815229903,-4.739199309431043,5.854877043827456,3.785078620957915,-4.739199309431043,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_552_0b10,hardware,product_launch,supply_chain_risk,Technology,0.033779846275117,0,0.9665157940379562,0.6367182990721363,-3.675215762753894,-8.851880120114625,-0.9106620707094748,-3.675215762753894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_553_b152,,analyst_update,market_share,,0.0446589322005763,1,0.1462575091084556,0.2169838469081026,2.6714258437944114,-8.497702408320723,2.0761272195798073,2.6714258437944114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_553_46a4,earnings,product_launch,revenue_growth_rate,,0.0016024114694244,1,0.7226688372781614,0.8633816058386801,0.610163232256743,6.673833852932265,-2.852591009288722,0.610163232256743,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_553_0b10,earnings,regulatory_change,market_share,Technology,0.0294198416724098,0,0.6881441765427619,0.4672879352087598,-4.190857198850788,0.4109494151380422,-2.654158356200227,-4.190857198850788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_554_b152,regulatory,market_update,customer_sentiment,,0.0369304357918339,-1,0.1429112451737991,0.644231514098027,0.7780587998623367,7.1274189715007985,-3.992045443143596,0.7780587998623367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_554_46a4,regulatory,market_update,market_share,,0.0258121516721169,0,0.8506883380700521,0.8863101405187362,2.2880729454452275,-4.61375821957275,2.3889326060423532,2.2880729454452275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_554_0b10,ai,product_launch,competitive_pressure,Technology,0.0451420497477848,1,0.9592433877008654,0.6096893109697475,2.0020119825165885,5.902183279647417,-1.059446924730868,2.0020119825165885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_555_b152,,earnings_report,customer_sentiment,,0.0451219275211528,-1,0.6135655170241605,0.4591928647628349,-3.4462168938920943,2.199940822031925,-1.2504137723638986,-3.4462168938920943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_555_46a4,ai,earnings_report,market_share,,0.0228125312662884,-1,0.3777805885735564,0.7850433661936518,1.6865137653756268,-2.5146901174736125,-3.9503404518571914,1.6865137653756268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_555_0b10,semiconductor,regulatory_change,revenue_growth_rate,Technology,0.0271758036553016,0,0.6509298319951513,0.8300226925711367,-1.4757804196204016,6.362897461572919,-0.2629128514183587,-1.4757804196204016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_556_b152,semiconductor,earnings_report,supply_chain_risk,,0.0404169280942702,1,0.3158219646855265,0.6315714738164133,-0.985978244687432,9.493636707484796,-3.180684466907694,-0.985978244687432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_556_46a4,,earnings_report,competitive_pressure,,0.0023312781177883,-1,0.7284141713427065,0.1002418163294883,2.9697346175456296,-8.345942883679156,2.07933311031113,2.9697346175456296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_556_0b10,regulatory,regulatory_change,competitive_pressure,Technology,0.0480789850897961,1,0.906204142661396,0.53767370932265,1.807765819713533,2.939008532538298,-2.0940011852367357,1.807765819713533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_557_b152,regulatory,market_update,competitive_pressure,,0.0186058002737811,0,0.4100821220874802,0.6573547348871014,4.481682072835133,6.325997202056934,1.6085887442656122,4.481682072835133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_557_46a4,regulatory,analyst_update,supply_chain_risk,,0.01987880933069,0,0.1295537823229696,0.8427909872729609,3.6267006794437497,-7.407434692599473,-2.61653983040223,3.6267006794437497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_557_0b10,regulatory,earnings_report,supply_chain_risk,Technology,0.0308333710250469,0,0.5218996658474054,0.2520494919172307,0.9589496768261828,-5.482409548746965,-0.1853481944818547,0.9589496768261828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_558_b152,regulatory,market_update,revenue_growth_rate,,0.0206957628002293,0,0.4762389854448918,0.3676383377808817,0.1377697742265204,2.6324474966014333,-2.688864128723486,0.1377697742265204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_558_46a4,hardware,earnings_report,market_share,,0.0382458822028185,-1,0.125554485581306,0.1748352199482007,-0.2197239301276532,7.555600165732017,-3.8928280756044495,-0.2197239301276532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_558_0b10,earnings,analyst_update,revenue_growth_rate,Technology,0.0231413965384715,1,0.3992997604226173,0.4500659811095878,2.382074712272969,9.409001662293,-3.033629254124548,2.382074712272969,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_559_b152,semiconductor,product_launch,competitive_pressure,,0.0195100644266265,1,0.985568783914372,0.1085243006064559,2.378045891250805,-8.083093467908098,-1.3257159508509475,2.378045891250805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_559_46a4,semiconductor,market_update,customer_sentiment,,0.0167897272488809,-1,0.8152232504504896,0.2908920468420062,1.8289602544881012,-2.2577343054189924,0.6133224430474093,1.8289602544881012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_559_0b10,software,regulatory_change,competitive_pressure,Technology,0.0060287689116499,0,0.436322819798915,0.1195885939876298,-0.4317679482418379,-0.4723910857304192,3.507491587499368,-0.4317679482418379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_560_b152,regulatory,analyst_update,competitive_pressure,,0.0407274265997401,1,0.6768464165263317,0.1390114010508524,2.427844722504433,-2.69200766649915,-0.3132347938461155,2.427844722504433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_560_46a4,regulatory,earnings_report,market_share,,0.0124544469770001,-1,0.9741030409459096,0.8927601138010969,-0.8827534684427252,-9.473043120086558,4.643189678375654,-0.8827534684427252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_560_0b10,,product_launch,customer_sentiment,Technology,0.0179699131427532,0,0.4044762690340696,0.9161462704261674,4.119477234736473,0.6367683501310406,4.410258578241962,4.119477234736473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_561_b152,earnings,earnings_report,market_share,,0.0010009294508149,0,0.3360737069782844,0.9940668192120092,-0.8578136130206004,1.7371146301671847,2.0049009953075836,-0.8578136130206004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_561_46a4,regulatory,product_launch,market_share,,0.0335453733495959,1,0.2267638787586265,0.6158171514497417,-0.446389482469558,-9.67968448490665,-0.1958396643270166,-0.446389482469558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_561_0b10,software,earnings_report,competitive_pressure,Technology,0.0348031356084935,-1,0.6458338237392428,0.7207662670574714,2.0745118694285756,9.7655247174733,1.6642416488906764,2.0745118694285756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_562_b152,regulatory,market_update,competitive_pressure,,0.0069578817810035,-1,0.1707387430367073,0.1158469915740687,-4.195017621650794,-1.6834816071805858,-4.601201118531617,-4.195017621650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_562_46a4,regulatory,earnings_report,market_share,,0.0387306402664642,1,0.2684770151966291,0.4391681070885135,-0.7745326712940193,1.7111360405882547,1.178295231895482,-0.7745326712940193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_562_0b10,regulatory,regulatory_change,supply_chain_risk,Technology,0.0085592303626436,0,0.5055501330831708,0.7509833884193501,-0.457113119303667,5.36053475743139,0.3760833889780846,-0.457113119303667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_563_b152,hardware,market_update,market_share,,0.0036798057031862,0,0.2734171603024161,0.5700565687151166,-2.2584966756714797,0.7610372262341825,0.385965940452444,-2.2584966756714797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_563_46a4,,product_launch,supply_chain_risk,,0.0055624501654011,0,0.3324084372381199,0.5791619708737796,1.2556326752492553,9.210159025350482,4.506702446064076,1.2556326752492553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_563_0b10,semiconductor,earnings_report,competitive_pressure,Technology,0.017231467054722,-1,0.7582101995751194,0.7589885689535301,-0.8754684634225185,-1.5243912325557285,-2.034532053951348,-0.8754684634225185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_564_b152,earnings,regulatory_change,market_share,,0.022019273739026,-1,0.4527691231570581,0.9642709929913102,3.3276494846904283,2.06933980846014,1.78534161818104,3.3276494846904283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_564_46a4,hardware,earnings_report,market_share,,0.0109306341583672,0,0.9908282589844356,0.7563383937187012,-3.4530768989366267,-7.633538549647845,-3.8376328969720137,-3.4530768989366267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_564_0b10,regulatory,regulatory_change,competitive_pressure,Technology,0.0223388809618842,0,0.3950860668667389,0.837853292320375,0.7661979392973928,9.262326620569478,-2.000285627906173,0.7661979392973928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_565_b152,ai,product_launch,revenue_growth_rate,,0.0467419363706339,1,0.3152748696907957,0.8341887668749753,-1.847418649021905,9.323072817889177,3.4196074186558656,-1.847418649021905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_565_46a4,earnings,regulatory_change,competitive_pressure,,0.02983534613535,-1,0.4842387180725638,0.6781645135393183,-2.453559940805141,8.40209973872823,-1.891172883249893,-2.453559940805141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_565_0b10,semiconductor,analyst_update,market_share,Technology,0.0273217228524874,1,0.4147874505881715,0.5781791257866552,-3.933575870447781,-8.228476499186012,-0.4990768103971654,-3.933575870447781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_566_b152,earnings,regulatory_change,revenue_growth_rate,,0.0231209601837299,0,0.494404852721379,0.7027012027989038,3.43304780305186,-9.568292893897816,2.0158209608820457,3.43304780305186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_566_46a4,regulatory,product_launch,revenue_growth_rate,,0.0159351708927059,-1,0.1087214954847251,0.2896008445149303,-0.4272431035525559,-8.56399637747009,1.5761130060952144,-0.4272431035525559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_566_0b10,hardware,product_launch,customer_sentiment,Technology,0.0290752023285528,1,0.6297556964820509,0.8305884399916994,-0.4121752860107608,3.4889116751953764,-2.316862427586184,-0.4121752860107608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_567_b152,regulatory,earnings_report,revenue_growth_rate,,0.0041582030814217,0,0.7913794235092045,0.3139322069351915,-2.515080026461428,0.4281432478261071,-0.8699415488074347,-2.515080026461428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_567_46a4,hardware,market_update,competitive_pressure,,0.0182149184015303,-1,0.2805465314110655,0.392208156721454,-1.634037547995042,3.479669690160365,0.0170663515135605,-1.634037547995042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_567_0b10,,analyst_update,revenue_growth_rate,Technology,0.0083958479739172,-1,0.6765194154418035,0.6007990937652141,-2.479400231847145,-6.743618700333343,-3.137464712066379,-2.479400231847145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_568_b152,regulatory,earnings_report,revenue_growth_rate,,0.0109531554936786,1,0.9226038029021928,0.8137765019847134,1.978235301015805,5.699080506900087,-0.8660534164765465,1.978235301015805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_568_46a4,semiconductor,product_launch,competitive_pressure,,0.0479217577055869,1,0.9289122357479224,0.2068372285561553,2.4622353366130243,-3.295289500222023,4.461978895984522,2.4622353366130243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_568_0b10,regulatory,product_launch,customer_sentiment,Technology,0.0448223216824232,-1,0.70396344325788,0.6389819584118756,-3.996130607278421,7.758231322790364,-4.305217415528563,-3.996130607278421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_569_b152,regulatory,market_update,customer_sentiment,,0.0199890870917542,1,0.3088403337861271,0.3874395296927812,3.456002663858473,-0.5865236045156519,3.409219836216341,3.456002663858473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_569_46a4,hardware,analyst_update,customer_sentiment,,0.0417176394392671,-1,0.5513478927220461,0.6126317497153533,0.5645475216082674,-3.433802369776122,-1.9179710324186816,0.5645475216082674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_569_0b10,software,market_update,market_share,Technology,0.0044629412613311,-1,0.8164797364203505,0.2124297207692208,-2.8129937417164044,-5.110264179790169,-2.131133161781026,-2.8129937417164044,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_570_b152,software,earnings_report,competitive_pressure,,0.0167304260892256,-1,0.9096694873567436,0.5482583932176017,-4.969941539149229,-2.836820565760707,-2.4174005521977637,-4.969941539149229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_570_46a4,semiconductor,earnings_report,supply_chain_risk,,0.0398616154493679,1,0.6961983776981496,0.9406060646665668,-2.0090117200852067,7.487499209562052,3.2984060114412497,-2.0090117200852067,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_570_0b10,software,analyst_update,competitive_pressure,Technology,0.0208488004270336,1,0.938497026672304,0.393599506340786,-3.0504445978790917,-9.376337824365766,-1.489124036096382,-3.0504445978790917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_571_b152,,analyst_update,market_share,,0.0277352275389361,-1,0.1547407164389951,0.8079464503551678,-4.023766166261199,0.7252057098350972,-0.9954667102360382,-4.023766166261199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
