article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,consolidated_event_tags,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_category,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,ai_assessment_execution_risk,ai_assessment_business_impact_likelihood,perception_gap_optimism_bias,logical_directness,ai_tag_present,hardware_tag_present,software_tag_present,semiconductor_tag_present,cloud_services_tag_present,data_center_tag_present,cybersecurity_tag_present,blockchain_tag_present,vr_ar_tag_present,autonomous_tech_tag_present,space_tech_tag_present,earnings_tag_present,revenue_growth_tag_present,operating_margin_tag_present,valuation_tag_present,market_sentiment_tag_present,investor_sentiment_tag_present,capital_allocation_tag_present,investment_strategy_tag_present,product_innovation_tag_present,product_launch_tag_present,manufacturing_tag_present,supply_chain_tag_present,business_strategy_tag_present,partnership_tag_present,acquisition_tag_present,competitive_pressure_tag_present,regulatory_tag_present,legal_ruling_tag_present,antitrust_tag_present,government_policy_tag_present,trade_policy_tag_present,export_controls_tag_present,privacy_tag_present,compliance_tag_present,market_share_tag_present,customer_demand_tag_present,brand_reputation_tag_present,advertising_tag_present,ecommerce_tag_present,financial_services_tag_present,gaming_tag_present,streaming_tag_present,energy_tag_present,geopolitical_tag_present,china_tag_present,india_tag_present,tariff_tag_present,macroeconomic_tag_present,currency_tag_present,executive_change_tag_present,leadership_tag_present,shareholder_relations_tag_present,corporate_strategy_tag_present,cost_increase_tag_present,supply_disruption_tag_present,regulatory_change_tag_present,economic_conditions_tag_present
id5,2024-01-20,-4.707663450186116,-1.598143844974091,"ai,hardware",product_launch,revenue_growth_rate,Financial & Markets,Market Sentiment,0.699508156179441,0,0.0278245887847664,0.2501373658638719,0.28979484289556,-0.3368606115160946,-0.9521182608854653,0.9171715961923926,0.634307073940618,0.8519773270573285,0.9133692655551036,0.2418826667414529,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-01-21,-0.3674784261568317,-3.771983353296643,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Market Sentiment,0.1216344865584395,1,0.9832564036518756,0.0559480944538987,0.0933662024221424,0.1181096668432497,0.4610473454539339,0.2779636687518891,0.0415494363765306,0.4543463371505435,-0.4341607797218318,0.9511803829933924,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-01-22,-2.513258727929473,-0.5380780111247891,"ai,hardware",product_launch,market_perception,Financial & Markets,Financial Performance,0.7518034765359354,1,0.6944019211981028,0.3505299316879636,0.9625777063910104,0.0238230655398021,-0.8186736743841465,0.0969884406782741,0.4247404973808459,0.8235143562119117,0.8148652391820788,0.8451791508133273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-01-23,-1.5426978042072526,-6.171544131294865,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Market Sentiment,0.222495507951797,-1,0.295590959707147,0.8028757168568913,0.5307699467067768,0.5060374700283521,-0.9122645890039314,0.7682569211729017,0.3566333504834637,0.5619473190998541,0.3603922324944615,0.8038864437782061,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-01-24,0.1396645979444812,1.7806207554625686,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.8869898457589911,-1,0.3214283494401784,0.8533126996997564,0.8063786643042998,0.3244679194075008,0.5739246269528686,0.7708253167076357,0.4272442865554108,0.3611933586010876,-0.4100146807326865,0.8039278883151938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-01-25,-2.660768839283163,-0.4720290183640482,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Financial Performance,0.8630573460160972,-1,0.3796286034465576,0.8474071458053112,0.8736432580708815,0.2046030632181876,-0.6650789940485689,0.9082835665657324,0.4456939985624765,0.5894576255395763,-0.6283539849179631,0.1646777133679633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-01-26,0.5031324596946158,9.576181939621032,"ai,hardware",product_launch,market_perception,Technology & Innovation,Financial Performance,0.3376566153586989,0,0.1912788828907385,0.3395809145736688,0.8901511151111197,0.682729915637414,0.6409978905565021,0.9634557952310818,0.0534537305961868,0.944595744118828,0.4160857285746093,0.3720379834930332,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-01-27,-1.8079021981416,1.859986660569884,"ai,hardware",analyst_update,operating_margin,Technology & Innovation,Financial Performance,0.2829720001370418,1,0.6216203338516606,0.2573838657869018,0.481402035249076,-0.7600513846792483,0.8647820913710675,0.2684342683305599,0.0903089348038527,0.9880425528982084,0.8566503132315364,0.5761603397013545,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-01-28,2.6294763960275565,4.197588113516879,"ai,hardware",analyst_update,market_perception,Technology & Innovation,Financial Performance,0.4166739336745243,0,0.9920606127489628,0.2386314424654876,0.5647623673668719,-0.1909289787878787,-0.9751561662033836,0.4192436566701777,0.7483047756617006,0.611788371559365,-0.6998710364240732,0.6612303416960701,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-01-29,3.3154700876203473,1.1937172731494958,"ai,hardware",analyst_update,revenue_growth_rate,Financial & Markets,Financial Performance,0.6747443615306032,0,0.0447595507459808,0.8102967877114712,0.349267745860399,-0.512192821610935,0.4365949041046573,0.6909063673612956,0.1113938977315934,0.1573287805964093,-0.1271385184356468,0.4548857990542247,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-01-30,-3.6079865256481463,5.906374567018594,"ai,hardware",earnings_report,revenue_growth_rate,Technology & Innovation,Financial Performance,0.0915454761057168,0,0.9133955678140884,0.2696616968900123,0.0358728336232286,0.6753377752882774,0.9002180062984981,0.1071627388735315,0.269635420822973,0.6534935844341704,-0.750600777689596,0.2522886921152276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-01-31,-4.322420822327704,4.139888122535085,"ai,hardware",earnings_report,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.5610043367538219,-1,0.3209982137402476,0.4497723855056271,0.809082946000992,-0.7844577998973583,0.2626429520100179,0.5979270599116522,0.4584110282870094,0.8026765705004871,0.3783500287033536,0.7462362892073163,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-02-01,-0.0124028090260622,-3.6595027249565737,"ai,hardware",earnings_report,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.6751898917634677,1,0.7120704826399838,0.9982573286939724,0.319223896006281,-0.7123725389867206,-0.7681899196202526,0.3914634590138443,0.5987973454687536,0.1024037364927452,-0.5415832666165099,0.680665216612472,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-02-02,1.045521821643948,-1.4387441384611943,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.0978160125887591,-1,0.4886308319612874,0.5996096933929456,0.4384773185734533,-0.5117247267428311,-0.0990280044760181,0.8729468193970826,0.6003801402523157,0.0764573480879081,-0.2058869819369131,0.8669279489754512,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-02-03,0.786535137353649,3.7293041823673647,"ai,hardware",earnings_report,operating_margin,Technology & Innovation,Financial Performance,0.6975942545424916,1,0.901442534647747,0.8218206241411226,0.6777524485993427,-0.2297496068119748,0.4701757895354368,0.3717057070800348,0.6810277125340641,0.8610078635237073,-0.3617707553399123,0.5943256529152953,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-02-04,1.4047247969919527,-4.57136038934379,"ai,hardware",product_launch,operating_margin,Technology & Innovation,Market Sentiment,0.755539980595069,0,0.419217244360053,0.4100880774482647,0.4781744183930866,-0.16202364318963,-0.0838640090008793,0.9771706324851276,0.4720525944110759,0.5136711931990423,-0.071506313515592,0.0272553989166368,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-02-05,-2.6123234222878877,0.1087142230682937,"ai,hardware",analyst_update,revenue_growth_rate,Financial & Markets,Financial Performance,0.5406853855014557,0,0.9751666454751926,0.0672053570426416,0.9207026888613226,-0.5348325190891594,0.0713521301762392,0.2924393018732815,0.951214438768037,0.500020032290337,0.8240270505927958,0.2468294455193201,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-02-06,0.188778031186822,0.1064487117884334,"ai,hardware",analyst_update,market_perception,Financial & Markets,Financial Performance,0.5200177135117454,-1,0.9085038380554966,0.6652558743471324,0.3398804576472185,-0.8094386022204763,-0.2396946274478779,0.7899014382444906,0.0574833786749062,0.2698461547103802,0.7581477396425489,0.2495529958498438,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-02-07,-0.6915450942356252,7.827381428899061,"ai,hardware",product_launch,operating_margin,Financial & Markets,Financial Performance,0.3788624687939809,0,0.3927492846381534,0.1823846517544674,0.5170814085264103,-0.5152771101656906,0.2976136760544206,0.616626108554247,0.233923051747399,0.866132126323051,0.951914048931553,0.5721928567474315,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-02-08,1.0938060027890013,0.6011975722533872,"ai,hardware",earnings_report,market_perception,Financial & Markets,Market Sentiment,0.6275074001327521,0,0.3546261934305371,0.4630267340902373,0.1170773089338224,-0.0571217418796627,-0.4281331539819686,0.6664489228795574,0.3006109914589028,0.0517849609785766,0.5672544769939998,0.8016140967873756,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-02-09,-3.4707689391354024,-2.948521896064519,"ai,hardware",earnings_report,operating_margin,Technology & Innovation,Market Sentiment,0.2866594703419389,1,0.1985393160776265,0.4378999791079672,0.2199192759298645,-0.6396598601620738,-0.8613527675533963,0.0941674328819532,0.8528193786347181,0.2754526127250424,-0.5747206282333792,0.6977697322033931,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-02-10,-1.4712743406247728,-3.7725664870113262,"ai,hardware",earnings_report,operating_margin,Financial & Markets,Financial Performance,0.2936441286567411,0,0.3902449691736327,0.1597070486521516,0.9829351886063952,0.5046491019711437,0.6366947310397635,0.8971597765070284,0.2651328655588005,0.3308841323626328,0.3211780251084921,0.2568812281599242,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-02-11,-1.058333337023234,2.3653145299648757,"ai,hardware",earnings_report,revenue_growth_rate,Technology & Innovation,Financial Performance,0.5581013315105561,-1,0.8022091794877015,0.3456359789303082,0.7394459381516952,0.2317723482528331,-0.1466591863155388,0.7547468381276002,0.414779245125473,0.3797839913428664,-0.9753666439663204,0.5595871268960175,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-02-12,-3.531268903003695,-5.022745583279913,"ai,hardware",product_launch,market_perception,Financial & Markets,Market Sentiment,0.3456246794872699,-1,0.4699724130054302,0.1038909909451727,0.8603383741417272,0.1385155742917232,-0.6299137779454655,0.1398157288000003,0.4298122038148199,0.8289676892853244,-0.5513681665928809,0.8601431203672053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
