id,article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,signed_magnitude,consolidated_event_type,consolidated_factor_name,consolidated_event_tags,event_tag_category,factor_category,event_orientation,factor_orientation,evidence_level,evidence_source,market_regime,article_audience_split,event_trigger,market_perception_emotional_profile,market_perception_cognitive_biases,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,regime_alignment,reframing_potential,narrative_disruption,logical_directness,market_consensus_on_causality,article_author_credibility,article_publisher_credibility,article_time_lag_days,factor_effect_horizon_days,factor_about_time_days
9d0684f0-e503-49fa-b01b-a2b82e89a318,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.005,product_launch,brand_value,,,Market Position,reflective,predictive,implied,article_text,sideways,neither,press_release,['interest'],['confirmation_bias'],0.005,1,0.6,0.9,0.2,0.1,-0.1,,0.3,0.4,0.5,0.4,0.6,0.5,0.1,0.4,0.3,0.1,0.5,0.3,0.6,0.5,,0.3,4.0,365,180
cec30cb2-a432-448c-91bd-c9e8425c3baf,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,revenue_growth_rate,,,Financial Performance,reflective,predictive,implied,model_inference,sideways,neither,press_release,['interest'],['availability_heuristic'],0.01,1,0.6,0.9,0.2,0.1,-0.1,0.4,0.4,0.4,0.5,0.5,0.6,0.5,0.2,0.5,0.4,0.2,0.5,0.2,0.6,0.5,,0.3,4.0,365,180
68d1077d-68e0-4027-a175-3b8cc0d32bb2,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,revenue_growth_rate,,,Financial Performance,reflective,predictive,implied,article_text,sideways,neither,press_release,"['optimism', 'interest']",['optimism_bias'],0.01,1,0.7,0.9,0.3,0.2,,0.1,0.4,0.3,0.5,0.5,0.7,0.6,0.2,0.3,0.3,0.1,0.5,0.2,0.7,0.6,,0.3,4.0,180,90
66efc30c-0014-4edb-a478-237b3fbc3ccf,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.0,product_launch,product_innovation_rate,,,Strategic Factors,reflective,reflective,explicit,article_text,sideways,neither,press_release,['interest'],['recency_bias'],0.0,1,1.0,0.9,0.2,,-0.3,0.7,0.5,0.1,0.3,0.3,0.8,0.6,-0.2,0.5,0.4,0.0,0.7,0.1,1.0,0.9,,0.3,4.0,365,0
31a8283d-1b92-4bd8-a950-2e194d9cdfed,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.015,product_launch,customer_retention_rate,,,Customer Dynamics,reflective,predictive,implied,model_inference,sideways,neither,press_release,"['interest', 'optimism']",['optimism_bias'],0.015,1,0.7,0.9,0.3,0.2,,0.5,0.5,0.3,0.4,0.6,0.7,0.6,0.1,0.6,0.3,0.3,0.5,0.3,0.7,0.6,,0.3,4.0,270,90
e456f54f-e273-4c46-a670-9ab5c6f52b09,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.0,product_launch,product_innovation_rate,,,Strategic Factors,reflective,reflective,explicit,article_text,sideways,neither,press_release,"['interest', 'anticipation']",['recency_bias'],0.0,1,1.0,0.9,0.3,,-0.2,0.7,0.5,0.1,0.3,0.8,0.8,0.7,0.1,0.7,0.3,0.0,0.7,0.1,1.0,0.9,,0.3,4.0,365,0
91b2a9cf-00ff-4bb5-9a02-70fdc07b761f,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,partnership_strength,,,Strategic Factors,reflective,predictive,implied,article_text,sideways,neither,press_release,"['interest', 'optimism']",['confirmation_bias'],0.01,1,0.8,0.9,0.3,0.2,-0.1,0.2,0.4,0.3,0.5,0.7,0.8,0.7,0.1,0.5,0.3,0.2,0.6,0.2,0.8,0.7,,0.3,4.0,90,30
be242652-6e38-43ac-936a-be4faf91b91e,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.0,product_launch,product_innovation_rate,,,Strategic Factors,reflective,reflective,explicit,article_text,sideways,neither,press_release,['interest'],['recency_bias'],0.0,1,1.0,0.9,0.2,,-0.3,,0.3,0.1,0.1,0.9,0.9,0.9,-0.1,0.8,0.2,0.0,0.7,0.1,1.0,1.0,,0.3,4.0,0,0
a5301174-cca9-43d6-90b0-6bde01c856d2,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,revenue_growth_rate,,,Financial Performance,reflective,predictive,model,model_inference,sideways,neither,press_release,['interest'],['availability_heuristic'],0.01,1,0.5,0.9,0.3,0.1,-0.1,0.4,0.5,0.4,0.6,0.4,0.5,0.5,0.1,0.5,0.3,0.1,0.4,0.3,0.6,0.5,,0.3,4.0,365,180
264b0f7d-4d6e-4add-a24e-f5aad3e6485a,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,revenue_growth_rate,,,Financial Performance,reflective,predictive,model,model_inference,sideways,neither,press_release,['interest'],['availability_heuristic'],0.01,1,0.5,0.9,0.3,0.1,-0.1,0.4,0.5,0.4,0.6,0.4,0.5,0.5,0.1,0.5,0.3,0.1,0.4,0.3,0.6,0.5,,0.3,4.0,365,180
e08900e7-6525-4a88-b298-e4453fff29a3,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.02,product_launch,digital_engagement_level,,,Customer Dynamics,reflective,predictive,implied,article_text,sideways,neither,press_release,"['optimism', 'interest']",['optimism_bias'],0.02,1,0.6,0.9,0.4,0.2,,0.5,0.6,0.3,0.5,0.5,0.6,0.6,0.2,0.3,0.4,0.1,0.5,0.2,0.7,0.6,,0.3,4.0,270,60
4e1840d7-e954-4684-bd25-d02ffcfd9046,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,revenue_growth_rate,,,Financial Performance,reflective,predictive,implied,article_text,sideways,neither,press_release,"['optimism', 'interest']",['optimism_bias'],0.01,1,0.7,0.9,0.3,0.2,,0.1,0.4,0.3,0.5,0.5,0.7,0.6,0.2,0.3,0.3,0.1,0.5,0.2,0.7,0.6,,0.3,4.0,180,90
e9c0caff-9ce1-4484-b6f8-d122ebe0b413,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,revenue_growth_rate,,,Financial Performance,reflective,predictive,model,model_inference,sideways,neither,press_release,"['optimism', 'interest']",['optimism_bias'],0.01,1,0.7,0.9,0.4,0.3,,0.1,0.5,0.4,0.6,0.6,0.7,0.6,0.2,0.4,0.4,0.1,0.5,0.3,0.7,0.6,,0.3,4.0,180,90
7e09c98c-ab5e-4fe1-add5-a542927d257f,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,partnership_strength,,,Strategic Factors,reflective,predictive,implied,article_text,sideways,neither,press_release,"['interest', 'optimism']",['confirmation_bias'],0.01,1,0.8,0.9,0.2,0.1,-0.1,0.2,0.3,0.2,0.4,0.6,0.7,0.6,0.1,0.4,0.2,0.1,0.6,0.2,0.8,0.7,,0.3,4.0,90,30
cf2de73d-8ba5-41cf-bab2-e5ee7311d351,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,partnership_strength,,,Strategic Factors,reflective,predictive,implied,article_text,sideways,neither,press_release,"['interest', 'optimism']",['confirmation_bias'],0.01,1,0.7,0.9,0.3,0.1,-0.2,0.6,0.5,0.2,0.4,0.4,0.7,0.7,0.1,0.4,0.3,0.1,0.6,0.1,0.8,0.7,,0.3,4.0,180,30
a68e5a44-eba4-49fe-8ce2-3de88389d61e,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,partnership_strength,,,Strategic Factors,reflective,predictive,implied,article_text,sideways,neither,press_release,"['interest', 'optimism']",['confirmation_bias'],0.01,1,0.8,0.9,0.2,0.1,-0.1,0.2,0.3,0.2,0.4,0.6,0.7,0.6,0.1,0.4,0.2,0.1,0.6,0.2,0.8,0.7,,0.3,4.0,90,30
e0fb5635-7a9c-454e-9650-75032d12c01a,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.0,product_launch,product_innovation_rate,,,Strategic Factors,reflective,reflective,explicit,article_text,sideways,neither,press_release,['interest'],['recency_bias'],0.0,1,1.0,0.9,0.2,,-0.3,,0.3,0.1,0.1,0.9,0.9,0.9,-0.1,0.8,0.2,0.0,0.7,0.1,1.0,1.0,,0.3,4.0,0,0
3cb0a550-dd36-4404-bcbc-b0048f7e154f,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,partnership_strength,,,Strategic Factors,reflective,predictive,implied,article_text,sideways,neither,press_release,"['interest', 'optimism']",['confirmation_bias'],0.01,1,0.7,0.9,0.3,0.1,-0.2,0.6,0.5,0.2,0.4,0.4,0.7,0.7,0.1,0.4,0.3,0.1,0.6,0.1,0.8,0.7,,0.3,4.0,180,30
5f6b29f7-3416-4bd5-90b9-faf28cd9e475,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.0,product_launch,product_innovation_rate,,,Strategic Factors,reflective,reflective,explicit,article_text,sideways,neither,press_release,"['interest', 'anticipation']",['recency_bias'],0.0,1,1.0,0.9,0.3,,-0.2,0.1,0.4,0.1,0.3,0.5,0.8,0.7,-0.2,0.5,0.3,0.0,0.7,0.1,1.0,0.9,,0.3,4.0,365,0
4b022e12-b1d3-40ce-9eb9-9f7b91cbd375,331ac7e7-8415-4275-a28a-5744f8703aed,2025-02-25T11:05:47+00:00,-0.14540167211923488,-3.873338987842806,0.01,product_launch,partnership_strength,,,Strategic Factors,reflective,predictive,explicit,article_text,sideways,neither,press_release,"['optimism', 'interest']",['confirmation_bias'],0.01,1,0.8,0.9,0.4,0.3,0.1,0.6,0.6,0.2,0.5,0.7,0.7,0.6,0.2,0.5,0.4,0.2,0.6,0.2,0.8,0.7,,0.3,4.0,180,30
