article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,consolidated_event_tags,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_category,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,ai_assessment_execution_risk,ai_assessment_business_impact_likelihood,perception_gap_optimism_bias,logical_directness
id3,2024-01-18,-2.066923880063726,-3.2928833183511466,"ai,hardware",product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,0.433213286893228,0,0.6058413912561615,0.16330539684243872,0.3157188278041977,-0.34598210631027104,-0.975914218984304,0.6748953673330442,0.5930238428588243,0.2349928986614782,0.14817466409094204,0.8883150120972577
id4,2024-01-19,0.5452787087293534,-9.745634002642934,"ai,hardware",product_launch,market_perception,Financial & Markets,Financial Performance,0.0026748310520037233,-1,0.8785740919828053,0.6358822973011463,0.9055952587085202,-0.013553968995742016,-0.9568223895231831,0.48617899122963126,0.11403987169565333,0.3632939441280464,0.06331732353145725,0.3877141854904448
id5,2024-01-20,-4.707663450186116,-1.598143844974091,"ai,hardware",product_launch,revenue_growth_rate,Financial & Markets,Market Sentiment,0.699508156179441,0,0.027824588784766457,0.2501373658638719,0.28979484289556,-0.3368606115160946,-0.9521182608854653,0.9171715961923926,0.634307073940618,0.8519773270573285,0.9133692655551036,0.24188266674145298
id1,2024-01-21,-0.36747842615683174,-3.7719833532966436,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Market Sentiment,0.12163448655843956,1,0.9832564036518755,0.0559480944538987,0.09336620242214244,0.11810966684324975,0.4610473454539339,0.27796366875188916,0.041549436376530635,0.4543463371505435,-0.43416077972183187,0.9511803829933924
id2,2024-01-22,-2.513258727929473,-0.5380780111247891,"ai,hardware",product_launch,market_perception,Financial & Markets,Financial Performance,0.7518034765359354,1,0.6944019211981028,0.35052993168796365,0.9625777063910103,0.02382306553980218,-0.8186736743841465,0.09698844067827417,0.42474049738084596,0.8235143562119117,0.8148652391820788,0.8451791508133273
id3,2024-01-23,-1.5426978042072526,-6.171544131294865,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Market Sentiment,0.22249550795179707,-1,0.295590959707147,0.8028757168568913,0.5307699467067768,0.5060374700283521,-0.9122645890039314,0.7682569211729017,0.3566333504834637,0.5619473190998541,0.3603922324944615,0.8038864437782061
id4,2024-01-24,0.13966459794448122,1.7806207554625686,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.8869898457589911,-1,0.3214283494401784,0.8533126996997564,0.8063786643042998,0.32446791940750086,0.5739246269528686,0.7708253167076357,0.4272442865554108,0.3611933586010876,-0.41001468073268654,0.8039278883151938
id5,2024-01-25,-2.660768839283163,-0.47202901836404826,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Financial Performance,0.8630573460160972,-1,0.3796286034465576,0.8474071458053112,0.8736432580708815,0.20460306321818766,-0.6650789940485689,0.9082835665657324,0.4456939985624765,0.5894576255395763,-0.6283539849179631,0.16467771336796333
id1,2024-01-26,0.5031324596946158,9.576181939621033,"ai,hardware",product_launch,market_perception,Technology & Innovation,Financial Performance,0.33765661535869895,0,0.19127888289073858,0.3395809145736688,0.8901511151111197,0.682729915637414,0.6409978905565021,0.9634557952310818,0.053453730596186855,0.944595744118828,0.41608572857460935,0.3720379834930332
id2,2024-01-27,-1.8079021981416001,1.859986660569884,"ai,hardware",analyst_update,operating_margin,Technology & Innovation,Financial Performance,0.2829720001370418,1,0.6216203338516606,0.25738386578690187,0.481402035249076,-0.7600513846792483,0.8647820913710675,0.26843426833055994,0.09030893480385271,0.9880425528982083,0.8566503132315364,0.5761603397013545
id3,2024-01-28,2.6294763960275565,4.197588113516879,"ai,hardware",analyst_update,market_perception,Technology & Innovation,Financial Performance,0.4166739336745243,0,0.9920606127489627,0.23863144246548762,0.5647623673668719,-0.19092897878787873,-0.9751561662033836,0.4192436566701777,0.7483047756617006,0.611788371559365,-0.6998710364240732,0.6612303416960701
id4,2024-01-29,3.3154700876203473,1.1937172731494958,"ai,hardware",analyst_update,revenue_growth_rate,Financial & Markets,Financial Performance,0.6747443615306032,0,0.044759550745980814,0.8102967877114712,0.349267745860399,-0.512192821610935,0.4365949041046573,0.6909063673612956,0.11139389773159347,0.1573287805964093,-0.12713851843564683,0.45488579905422477
id5,2024-01-30,-3.6079865256481467,5.906374567018594,"ai,hardware",earnings_report,revenue_growth_rate,Technology & Innovation,Financial Performance,0.09154547610571684,0,0.9133955678140883,0.2696616968900123,0.035872833623228684,0.6753377752882774,0.9002180062984981,0.10716273887353156,0.269635420822973,0.6534935844341704,-0.750600777689596,0.25228869211522764
id1,2024-01-31,-4.322420822327704,4.139888122535085,"ai,hardware",earnings_report,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.5610043367538219,-1,0.3209982137402476,0.44977238550562715,0.809082946000992,-0.7844577998973583,0.26264295201001797,0.5979270599116522,0.4584110282870094,0.8026765705004871,0.37835002870335366,0.7462362892073163
id2,2024-02-01,-0.012402809026062273,-3.6595027249565737,"ai,hardware",earnings_report,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.6751898917634677,1,0.7120704826399838,0.9982573286939723,0.319223896006281,-0.7123725389867206,-0.7681899196202526,0.3914634590138443,0.5987973454687536,0.10240373649274526,-0.5415832666165099,0.680665216612472
id3,2024-02-02,1.0455218216439481,-1.4387441384611943,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.09781601258875916,-1,0.4886308319612874,0.5996096933929456,0.4384773185734533,-0.5117247267428311,-0.09902800447601812,0.8729468193970826,0.6003801402523157,0.07645734808790816,-0.20588698193691313,0.8669279489754512
id4,2024-02-03,0.786535137353649,3.7293041823673647,"ai,hardware",earnings_report,operating_margin,Technology & Innovation,Financial Performance,0.6975942545424916,1,0.901442534647747,0.8218206241411226,0.6777524485993427,-0.22974960681197487,0.4701757895354368,0.3717057070800348,0.6810277125340641,0.8610078635237073,-0.3617707553399123,0.5943256529152953
id5,2024-02-04,1.4047247969919527,-4.57136038934379,"ai,hardware",product_launch,operating_margin,Technology & Innovation,Market Sentiment,0.755539980595069,0,0.41921724436005303,0.4100880774482647,0.4781744183930866,-0.16202364318963003,-0.08386400900087931,0.9771706324851277,0.47205259441107594,0.5136711931990423,-0.071506313515592,0.027255398916636864
id1,2024-02-05,-2.6123234222878877,0.10871422306829376,"ai,hardware",analyst_update,revenue_growth_rate,Financial & Markets,Financial Performance,0.5406853855014557,0,0.9751666454751926,0.06720535704264163,0.9207026888613226,-0.5348325190891594,0.0713521301762392,0.2924393018732815,0.951214438768037,0.500020032290337,0.8240270505927958,0.24682944551932018
id2,2024-02-06,0.18877803118682202,0.10644871178843342,"ai,hardware",analyst_update,market_perception,Financial & Markets,Financial Performance,0.5200177135117454,-1,0.9085038380554966,0.6652558743471324,0.3398804576472185,-0.8094386022204763,-0.23969462744787795,0.7899014382444906,0.05748337867490627,0.2698461547103802,0.7581477396425489,0.2495529958498438
id3,2024-02-07,-0.6915450942356252,7.827381428899061,"ai,hardware",product_launch,operating_margin,Financial & Markets,Financial Performance,0.3788624687939809,0,0.3927492846381534,0.1823846517544674,0.5170814085264103,-0.5152771101656906,0.2976136760544206,0.616626108554247,0.23392305174739902,0.866132126323051,0.951914048931553,0.5721928567474315
id4,2024-02-08,1.0938060027890013,0.6011975722533872,"ai,hardware",earnings_report,market_perception,Financial & Markets,Market Sentiment,0.6275074001327521,0,0.35462619343053714,0.4630267340902373,0.1170773089338224,-0.05712174187966279,-0.4281331539819686,0.6664489228795574,0.3006109914589028,0.051784960978576655,0.5672544769939998,0.8016140967873756
id5,2024-02-09,-3.4707689391354024,-2.948521896064519,"ai,hardware",earnings_report,operating_margin,Technology & Innovation,Market Sentiment,0.28665947034193895,1,0.19853931607762654,0.4378999791079672,0.2199192759298645,-0.6396598601620738,-0.8613527675533963,0.09416743288195328,0.8528193786347181,0.2754526127250424,-0.5747206282333792,0.6977697322033931
id1,2024-02-10,-1.4712743406247728,-3.7725664870113267,"ai,hardware",earnings_report,operating_margin,Financial & Markets,Financial Performance,0.29364412865674117,0,0.3902449691736327,0.15970704865215168,0.9829351886063952,0.5046491019711437,0.6366947310397635,0.8971597765070284,0.26513286555880056,0.3308841323626328,0.32117802510849214,0.2568812281599242
id2,2024-02-11,-1.058333337023234,2.3653145299648757,"ai,hardware",earnings_report,revenue_growth_rate,Technology & Innovation,Financial Performance,0.5581013315105561,-1,0.8022091794877015,0.3456359789303082,0.7394459381516952,0.2317723482528331,-0.14665918631553887,0.7547468381276002,0.41477924512547304,0.37978399134286644,-0.9753666439663204,0.5595871268960175
id3,2024-02-12,-3.531268903003695,-5.022745583279913,"ai,hardware",product_launch,market_perception,Financial & Markets,Market Sentiment,0.34562467948726994,-1,0.46997241300543025,0.10389099094517273,0.8603383741417272,0.13851557429172323,-0.6299137779454655,0.13981572880000037,0.4298122038148199,0.8289676892853244,-0.5513681665928809,0.8601431203672053
id4,2024-02-13,5.35953669647715,0.5044739952027648,"ai,hardware",earnings_report,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.9039977952448929,1,0.1808306211731383,0.5107785976891882,0.6262942807836172,-0.8220883193653818,0.36711783654184016,0.6945264145046287,0.02169477297853617,0.3980109104127917,0.6300601941579702,0.25526042115920955
id5,2024-02-14,2.8128535688719127,0.7475687642887098,"ai,hardware",product_launch,market_perception,Financial & Markets,Financial Performance,0.40916104869963443,0,0.5769109916549273,0.4212072088618878,0.6873920822158842,-0.725234452620483,0.18794661545211366,0.42817136822912016,0.09798614722428645,0.8238868866208968,0.3471089651889896,0.29208632514585475
id1,2024-02-15,1.1008482675466795,-0.7622798351573015,"ai,hardware",product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,0.8063618101363825,1,0.9568346688403312,0.7352394375034935,0.42872368106265946,0.001639353886574213,0.6051054017759785,0.10617000610607985,0.3457394065132896,0.1814974026908336,0.3449423237747986,0.09736962517583803
id2,2024-02-16,2.604484017923034,-4.311426365130609,"ai,hardware",earnings_report,revenue_growth_rate,Financial & Markets,Financial Performance,0.5119877956061128,-1,0.7453931686532324,0.3391791123796475,0.030872231733819033,-0.8622352270698546,-0.9383640043973038,0.024401175805138342,0.8078263036699015,0.2954798893495174,0.052787242270701196,0.2664188967792699
id3,2024-02-17,-3.0389694943275005,-3.033306661413821,"ai,hardware",earnings_report,operating_margin,Financial & Markets,Market Sentiment,0.3522812148020852,1,0.5193952968770347,0.5140866831566205,0.36519498777283366,0.3786284849280197,-0.1370012458613823,0.03633875989184121,0.02565336014424957,0.4203393217276361,0.7806381645675813,0.42783227526596046
id4,2024-02-18,-0.16743252875890818,-0.2491149756548248,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Financial Performance,0.31120153569767905,-1,0.4086815810079719,0.11771675652251135,0.2281121847626444,0.35592252771336597,-0.9280264458933021,0.11249307019528676,0.10536285359685016,0.5390552040011848,0.725686203345147,0.8708939394776971
id5,2024-02-19,-0.46846119913521805,-5.350823316065041,"ai,hardware",earnings_report,operating_margin,Technology & Innovation,Financial Performance,0.16576212174268046,0,0.9239727629432183,0.8271479290941982,0.5641690347929794,-0.38797169635565765,0.31019410154427307,0.5534033049739577,0.08374016914019866,0.42028658687864884,0.21447526494705316,0.7260077160496652
id1,2024-02-20,-0.44330213215214376,0.6331371618626697,"ai,hardware",product_launch,market_perception,Financial & Markets,Market Sentiment,0.0001986054997296094,1,0.4887328633479574,0.19900057440735586,0.9098412199284522,-0.8540638175372635,0.3368183975563912,0.4673595005604242,0.10373911216949339,0.20542612690366124,0.10284709945648851,0.8314760679157125
id2,2024-02-21,1.8168925825955409,2.2982269006651785,"ai,hardware",product_launch,operating_margin,Technology & Innovation,Market Sentiment,0.19601791059217666,1,0.18022618359208153,0.008821477470472128,0.18297640106959634,0.9987932619503364,-0.6557488110794039,0.6789248960625502,0.465768542449298,0.19295424216758117,-0.7676230410195544,0.4835960871959284
id3,2024-02-22,-0.5897032694175981,0.4623378046637092,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.841783569105213,-1,0.5765925969852518,0.6335222280959948,0.12225793238018956,-0.3048270571259002,0.4548865775513309,0.898551475483804,0.33441204744133934,0.0804588050138838,0.643159402749494,0.24318567556135462
id4,2024-02-23,1.2072765754302353,-4.3794919257623945,"ai,hardware",analyst_update,market_perception,Financial & Markets,Financial Performance,0.24987931984979728,-1,0.4565132449056959,0.5083854315338947,0.08570096899660007,0.24791232522714868,-0.8559825620934678,0.8421300897333772,0.9311603075027004,0.12600847273942273,0.9916521343521514,0.1618638300126276
id5,2024-02-24,0.32453758812608513,-3.7623036878028873,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Financial Performance,0.8451795111500028,0,0.7487077047979712,0.03319439625161069,0.1389676938924127,0.6669685355399357,-0.1946974409136346,0.7531435022353972,0.2985065173535886,0.9042775818973511,0.6164191784053565,0.5208587657967689
id1,2024-02-25,1.2169716673153592,-9.715557831931457,"ai,hardware",analyst_update,market_perception,Technology & Innovation,Market Sentiment,0.5713009124658109,1,0.7148198995509588,0.8315985145361242,0.16789169346154698,-0.011793748805315474,0.026499920034978475,0.9485051151418861,0.05731157061933556,0.7834415208151836,0.4683551614887229,0.25827651435424426
id2,2024-02-26,4.916550763668727,-1.7767658684894523,"ai,hardware",product_launch,revenue_growth_rate,Financial & Markets,Market Sentiment,0.8138695025555909,1,0.4047103076758247,0.13112869287018092,0.44366564606202363,-0.5311263294134321,-0.09521410488509674,0.43768364063076504,0.7132139675572446,0.5281320551828579,-0.21539125738313825,0.4864590138336904
id3,2024-02-27,2.1303026373478757,5.2181337432594885,"ai,hardware",product_launch,market_perception,Financial & Markets,Market Sentiment,0.2368257244720937,0,0.7269183564214791,0.6953067580935501,0.4531799470734369,-0.85994720933332,0.2889864370350912,0.9923612589550843,0.576795930832059,0.6993932806738866,-0.9016719825535506,0.4719974347089153
id4,2024-02-28,-0.38200459397274517,-6.123099646858189,"ai,hardware",product_launch,market_perception,Technology & Innovation,Market Sentiment,0.4862661328973986,0,0.4980201453291939,0.41279607054256295,0.04433453577772295,-0.49618000553524166,0.6250115224507293,0.7588567671504638,0.7205613770542535,0.9401000419342265,-0.016634511561583354,0.1517963711127841
id5,2024-02-29,5.531293994529581,-0.058742671674075306,"ai,hardware",product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,0.6348727290375601,1,0.3578229389460299,0.6443578693162983,0.04620916302495881,-0.15440616823945152,-0.2014006791248517,0.5351925903228503,0.4066369732009463,0.5010096108369714,0.8855321335617641,0.5486043078733563
id1,2024-03-01,0.0481904425250648,2.9614594854732683,"ai,hardware",earnings_report,revenue_growth_rate,Financial & Markets,Market Sentiment,0.057272304386178585,-1,0.9775249990818211,0.18208022908375388,0.07965273611266488,-0.008883364283259088,-0.6872626694396953,0.20971544984306467,0.8896961858008391,0.945901970164441,0.4357050386504997,0.7456775557934439
id2,2024-03-02,-1.7103936635456827,7.1412832005994655,"ai,hardware",product_launch,market_perception,Technology & Innovation,Financial Performance,0.03383051490748756,0,0.6873335979695199,0.1659934522085419,0.48590536356200464,0.2847809351216608,0.17633158825665252,0.9004469237017336,0.6276833234775725,0.9490873936529023,-0.10992380452090145,0.371263731106551
id3,2024-03-03,-2.185235686842693,-1.7827561405086458,"ai,hardware",product_launch,market_perception,Financial & Markets,Market Sentiment,0.6899669987941609,-1,0.1383696735065606,0.7367303430068477,0.1339503405609841,-0.9008609071039204,-0.5508979635844411,0.13155489407070475,0.4724035406300784,0.7334071932568981,0.3164763888182689,0.4390996165873283
id4,2024-03-04,-4.47522516803147,2.0309150548376635,"ai,hardware",analyst_update,market_perception,Financial & Markets,Financial Performance,0.08980034367714895,-1,0.5957419234827458,0.7378347378263241,0.44854687670120885,0.34542782484891865,0.34606344661118893,0.14144264584943855,0.39414793517296354,0.019444818440675915,-0.0011192109971676079,0.9011708103572064
id5,2024-03-05,-0.3337995161661339,-6.818019360190698,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Financial Performance,0.715362597971475,1,0.5615071313826303,0.13022049441776617,0.6238561985677505,0.46191478671880537,-0.28684792366796863,0.5874885086912626,0.9676253840407751,0.14146633680579612,-0.2130152561167613,0.0372133264438399
id1,2024-03-06,-1.6551315737169485,-4.503154481915503,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.23805649496443937,1,0.5790676783452512,0.14269705627155171,0.01597447018832332,0.34799713634535356,-0.2357782463446474,0.7583643766922654,0.709198136584995,0.9635561225135011,-0.6103932010529103,0.11570534222079287
id2,2024-03-07,3.0476925588725083,0.26217143960090283,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.1509755185464592,-1,0.051232655672810656,0.07394955206693843,0.6169204849491282,-0.7700640400086527,0.6999309639554538,0.1818415661369307,0.638122761145425,0.45773492377728,0.8108030844567877,0.5654644234775579
id3,2024-03-08,1.462848276562382,-1.2983798809220544,"ai,hardware",analyst_update,revenue_growth_rate,Financial & Markets,Financial Performance,0.17658501210783883,1,0.5162009677989696,0.19786824244698176,0.35620012657849853,-0.11833181321116859,-0.33460716470619434,0.647713537292594,0.906545040972222,0.869557864806976,0.9000243863189141,0.4846777625690243
id4,2024-03-09,-3.7952879834469306,-3.2428130312240757,"ai,hardware",product_launch,operating_margin,Technology & Innovation,Market Sentiment,0.12577479715968964,0,0.5451739935023705,0.1756818657508954,0.5038539261738829,0.9226523693585136,-0.3382101660506658,0.6212460142165829,0.654470353349409,0.11487307270516578,0.4481712019779087,0.06713564612735345
id5,2024-03-10,2.087953204913972,-2.7955920739238054,"ai,hardware",product_launch,operating_margin,Technology & Innovation,Market Sentiment,0.26207881851126413,0,0.16025238222692273,0.7704095291729974,0.18524504726404578,-0.16743448683133888,-0.10082669391027865,0.7061323453398263,0.7640746514144199,0.4339551740528862,0.2751296400750465,0.24158168536479074
id1,2024-03-11,-1.941853984809632,-0.1477284159195557,"ai,hardware",earnings_report,market_perception,Financial & Markets,Financial Performance,0.4857964541148614,0,0.5988242977084262,0.08368935821170331,0.9637844528256441,0.5074701745200045,0.8259282253363971,0.5550698409169802,0.034673265666197106,0.32605723085298444,0.632149037771345,0.688020337710551
id2,2024-03-12,4.316166066314693,-3.835584160583366,"ai,hardware",analyst_update,market_perception,Financial & Markets,Financial Performance,0.27232960909561643,1,0.4022808815134198,0.03240629927341432,0.009480272140729329,0.21805364668497762,0.599102804222428,0.9010162484164659,0.7467775542660647,0.6920216995631456,-0.5443720529563614,0.25665786199851026
id3,2024-03-13,0.8592386608482672,-3.762435653940619,"ai,hardware",analyst_update,revenue_growth_rate,Financial & Markets,Financial Performance,0.39511789783511453,1,0.40762406651375493,0.9042652989887955,0.6879305093212529,-0.9548477127163639,-0.20777050811957798,0.2021632754321755,0.3256157692674958,0.3247891842400392,0.3056595693053037,0.16309482752797266
id4,2024-03-14,1.6857400954468202,2.090418464457927,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Financial Performance,0.1333267751094126,0,0.41550248305937776,0.8892713370170636,0.6263470280869647,-0.6015398954785329,0.1579794548715454,0.0014509767958420516,0.20369880691033138,0.6764901348708012,-0.6732205903176738,0.6752999399447114
id5,2024-03-15,0.09915825010684519,1.4589489449720205,"ai,hardware",analyst_update,operating_margin,Technology & Innovation,Financial Performance,0.7103458602150727,-1,0.5540237973127515,0.9157547307034068,0.2565726380411715,0.11474302384132917,-0.9622317694922429,0.5604558349818017,0.5271241624024712,0.5084896567292534,-0.19286812084928484,0.14290782550363101
id1,2024-03-16,-0.33527765926403585,2.2367311277572517,"ai,hardware",product_launch,market_perception,Financial & Markets,Financial Performance,0.6914731827352585,0,0.12736813145212234,0.6193089275227994,0.3955005974406298,-0.14460980047557936,0.05786502132763793,0.7683863233008165,0.9217633525703393,0.5765139317561112,-0.20243633012794304,0.5007266647563421
id2,2024-03-17,-8.476195167275916,-4.34859792677549,"ai,hardware",earnings_report,operating_margin,Financial & Markets,Financial Performance,0.5624419149885758,1,0.11303571541297686,0.32243038784548117,0.7348976399637136,-0.7678600936964814,0.20995032343941333,0.12159008968975704,0.8701980709446362,0.1563586440571525,0.27587601624357005,0.793257740991685
id3,2024-03-18,-1.3888012717042588,2.6040949932429456,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Financial Performance,0.2853833556519205,1,0.22117615384176115,0.07272267823770406,0.398926266083492,-0.38653026347520214,0.14469007961620095,0.37532999522215094,0.19035045336044665,0.5660892611681858,-0.4051618503003158,0.8132951604215474
id4,2024-03-19,-3.506941722588967,-4.450609737149518,"ai,hardware",earnings_report,revenue_growth_rate,Financial & Markets,Financial Performance,0.796946959025762,0,0.29205522305943366,0.9097758796994555,0.13904213672554577,-0.43065147408401216,-0.47243924399943404,0.24121791133283765,0.7799645754071547,0.7055033862201912,0.4435400461534671,0.35415283486867855
id5,2024-03-20,2.654973798693034,-3.894146854964854,"ai,hardware",earnings_report,operating_margin,Technology & Innovation,Financial Performance,0.5391323392362286,1,0.3635859421388775,0.7102866282102281,0.07097572484035675,-0.9575985357217336,-0.3666827800185064,0.37795260081962134,0.510651734620064,0.4927653913873803,0.3757062054013882,0.42475035165274766
id1,2024-03-21,-3.5139693850211167,0.9591833958748636,"ai,hardware",earnings_report,operating_margin,Technology & Innovation,Financial Performance,0.6879834051974407,1,0.4028887334472533,0.018216130240058415,0.7782504078863185,-0.7236033186514916,-0.10131276209310514,0.7020966477863416,0.9907592537553139,0.5887774221156487,-0.09975516004000262,0.3764687750287996
